task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
111,edit,111,0.60,1.00,1.00,0.60
165,edit,111,0.00,0.00,0.00,0.00
397,edit,111,0.30,0.92,1.00,0.30
555,edit,111,0.30,0.92,1.00,0.30
576,edit,111,1.00,1.00,1.00,1.00
638,edit,111,0.70,1.00,1.00,0.70
724,edit,111,0.30,0.92,1.00,0.30
764,edit,111,0.30,0.92,1.00,0.30
165,edit,165,0.00,0.00,0.00,0.00
111,edit,165,0.50,1.00,1.00,0.50
397,edit,165,0.40,0.98,1.00,0.40
555,edit,165,0.20,0.78,1.00,0.20
576,edit,165,1.00,1.00,1.00,1.00
638,edit,165,0.50,1.00,1.00,0.50
724,edit,165,0.10,0.50,1.00,0.10
764,edit,165,0.50,1.00,1.00,0.50
397,edit,397,0.40,0.98,1.00,0.40
111,edit,397,0.70,1.00,1.00,0.70
165,edit,397,0.00,0.00,0.00,0.00
555,edit,397,0.40,0.98,1.00,0.40
576,edit,397,0.80,1.00,1.00,0.80
638,edit,397,0.70,1.00,1.00,0.70
724,edit,397,0.20,0.78,1.00,0.20
764,edit,397,0.10,0.50,1.00,0.10
555,edit,555,0.40,0.98,1.00,0.40
111,edit,555,0.80,1.00,1.00,0.80
165,edit,555,0.00,0.00,0.00,0.00
397,edit,555,0.30,0.92,1.00,0.30
576,edit,555,0.80,1.00,1.00,0.80
638,edit,555,0.80,1.00,1.00,0.80
724,edit,555,0.90,1.00,1.00,0.90
764,edit,555,0.20,0.78,1.00,0.20
576,edit,576,1.00,1.00,1.00,1.00
111,edit,576,0.80,1.00,1.00,0.80
165,edit,576,0.00,0.00,0.00,0.00
397,edit,576,0.20,0.78,1.00,0.20
555,edit,576,0.10,0.50,1.00,0.10
638,edit,576,0.70,1.00,1.00,0.70
724,edit,576,0.50,1.00,1.00,0.50
764,edit,576,0.10,0.50,1.00,0.10
638,edit,638,0.60,1.00,1.00,0.60
111,edit,638,0.70,1.00,1.00,0.70
165,edit,638,0.00,0.00,0.00,0.00
397,edit,638,0.20,0.78,1.00,0.20
555,edit,638,0.10,0.50,1.00,0.10
576,edit,638,0.90,1.00,1.00,0.90
724,edit,638,0.30,0.92,1.00,0.30
764,edit,638,0.20,0.78,1.00,0.20
724,edit,724,0.40,0.98,1.00,0.40
111,edit,724,0.90,1.00,1.00,0.90
165,edit,724,0.00,0.00,0.00,0.00
397,edit,724,0.20,0.78,1.00,0.20
555,edit,724,0.20,0.78,1.00,0.20
576,edit,724,1.00,1.00,1.00,1.00
638,edit,724,0.50,1.00,1.00,0.50
764,edit,724,0.10,0.50,1.00,0.10
764,edit,764,0.20,0.78,1.00,0.20
111,edit,764,0.50,1.00,1.00,0.50
165,edit,764,0.00,0.00,0.00,0.00
397,edit,764,0.50,1.00,1.00,0.50
555,edit,764,0.70,1.00,1.00,0.70
576,edit,764,0.80,1.00,1.00,0.80
638,edit,764,0.70,1.00,1.00,0.70
724,edit,764,0.20,0.78,1.00,0.20
