task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
84,edit,84,0.00,0.00,0.00,0.00
252,edit,84,0.60,1.00,1.00,0.60
397,edit,84,0.60,1.00,1.00,0.60
460,edit,84,0.70,1.00,1.00,0.70
470,edit,84,0.30,0.92,1.00,0.30
555,edit,84,0.30,0.92,1.00,0.30
585,edit,84,0.50,1.00,1.00,0.50
593,edit,84,0.60,1.00,1.00,0.60
724,edit,84,0.40,0.98,1.00,0.40
737,edit,84,0.80,1.00,1.00,0.80
764,edit,84,0.60,1.00,1.00,0.60
783,edit,84,0.30,0.92,1.00,0.30
252,edit,252,0.80,1.00,1.00,0.80
84,edit,252,0.40,0.98,1.00,0.40
397,edit,252,0.60,1.00,1.00,0.60
460,edit,252,0.80,1.00,1.00,0.80
470,edit,252,0.90,1.00,1.00,0.90
555,edit,252,0.30,0.92,1.00,0.30
585,edit,252,0.50,1.00,1.00,0.50
593,edit,252,0.00,0.00,0.00,0.00
724,edit,252,0.30,0.92,1.00,0.30
737,edit,252,0.60,1.00,1.00,0.60
764,edit,252,0.20,0.78,1.00,0.20
783,edit,252,0.10,0.50,1.00,0.10
397,edit,397,0.30,0.92,1.00,0.30
84,edit,397,0.10,0.50,1.00,0.10
252,edit,397,0.30,0.92,1.00,0.30
460,edit,397,0.50,1.00,1.00,0.50
470,edit,397,0.30,0.92,1.00,0.30
555,edit,397,0.40,0.98,1.00,0.40
585,edit,397,0.30,0.92,1.00,0.30
593,edit,397,0.10,0.50,1.00,0.10
724,edit,397,0.60,1.00,1.00,0.60
737,edit,397,0.80,1.00,1.00,0.80
764,edit,397,0.40,0.98,1.00,0.40
783,edit,397,0.40,0.98,1.00,0.40
460,edit,460,1.00,1.00,1.00,1.00
84,edit,460,0.00,0.00,0.00,0.00
252,edit,460,1.00,1.00,1.00,1.00
397,edit,460,0.50,1.00,1.00,0.50
470,edit,460,0.70,1.00,1.00,0.70
555,edit,460,0.20,0.78,1.00,0.20
585,edit,460,0.50,1.00,1.00,0.50
593,edit,460,0.10,0.50,1.00,0.10
724,edit,460,0.70,1.00,1.00,0.70
737,edit,460,0.80,1.00,1.00,0.80
764,edit,460,0.60,1.00,1.00,0.60
783,edit,460,0.20,0.78,1.00,0.20
470,edit,470,0.30,0.92,1.00,0.30
84,edit,470,0.00,0.00,0.00,0.00
252,edit,470,0.60,1.00,1.00,0.60
397,edit,470,0.30,0.92,1.00,0.30
460,edit,470,0.80,1.00,1.00,0.80
555,edit,470,0.30,0.92,1.00,0.30
585,edit,470,0.30,0.92,1.00,0.30
593,edit,470,0.20,0.78,1.00,0.20
724,edit,470,0.50,1.00,1.00,0.50
737,edit,470,1.00,1.00,1.00,1.00
764,edit,470,0.30,0.92,1.00,0.30
783,edit,470,0.40,0.98,1.00,0.40
555,edit,555,0.20,0.78,1.00,0.20
84,edit,555,0.00,0.00,0.00,0.00
252,edit,555,1.00,1.00,1.00,1.00
397,edit,555,0.20,0.78,1.00,0.20
460,edit,555,0.90,1.00,1.00,0.90
470,edit,555,0.60,1.00,1.00,0.60
585,edit,555,0.30,0.92,1.00,0.30
593,edit,555,0.20,0.78,1.00,0.20
724,edit,555,0.40,0.98,1.00,0.40
