task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/6,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/110,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/144,edit,HumanEval/6,0.60,1.00,1.00,0.60
HumanEval/118,edit,HumanEval/6,0.30,0.92,1.00,0.30
HumanEval/148,edit,HumanEval/6,0.80,1.00,1.00,0.80
HumanEval/2,edit,HumanEval/6,0.80,1.00,1.00,0.80
HumanEval/85,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/19,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/6,0.70,1.00,1.00,0.70
HumanEval/159,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/157,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/6,0.60,1.00,1.00,0.60
HumanEval/161,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/122,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/104,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/138,edit,HumanEval/6,0.80,1.00,1.00,0.80
HumanEval/155,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/46,edit,HumanEval/6,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/112,edit,HumanEval/6,0.60,1.00,1.00,0.60
HumanEval/110,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/144,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/118,edit,HumanEval/110,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/110,1.00,1.00,1.00,1.00
HumanEval/2,edit,HumanEval/110,0.80,1.00,1.00,0.80
HumanEval/85,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/19,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/110,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/110,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/161,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/122,edit,HumanEval/110,0.50,1.00,1.00,0.50
HumanEval/104,edit,HumanEval/110,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/110,0.60,1.00,1.00,0.60
HumanEval/138,edit,HumanEval/110,0.60,1.00,1.00,0.60
HumanEval/155,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/46,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/112,edit,HumanEval/110,0.30,0.92,1.00,0.30
HumanEval/144,edit,HumanEval/144,0.80,1.00,1.00,0.80
HumanEval/6,edit,HumanEval/144,0.30,0.92,1.00,0.30
HumanEval/110,edit,HumanEval/144,0.10,0.50,1.00,0.10
HumanEval/118,edit,HumanEval/144,0.40,0.98,1.00,0.40
HumanEval/148,edit,HumanEval/144,0.80,1.00,1.00,0.80
HumanEval/2,edit,HumanEval/144,1.00,1.00,1.00,1.00
HumanEval/85,edit,HumanEval/144,0.00,0.00,0.00,0.00
HumanEval/19,edit,HumanEval/144,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/144,0.40,0.98,1.00,0.40
HumanEval/159,edit,HumanEval/144,0.20,0.78,1.00,0.20
HumanEval/157,edit,HumanEval/144,0.60,1.00,1.00,0.60
HumanEval/5,edit,HumanEval/144,0.60,1.00,1.00,0.60
HumanEval/161,edit,HumanEval/144,0.10,0.50,1.00,0.10
