task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/5,edit,HumanEval/5,0.20,0.78,1.00,0.20
HumanEval/142,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/97,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/9,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/142,edit,HumanEval/142,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/142,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/142,0.10,0.50,1.00,0.10
HumanEval/97,edit,HumanEval/142,0.20,0.78,1.00,0.20
HumanEval/9,edit,HumanEval/142,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/5,edit,HumanEval/74,0.20,0.78,1.00,0.20
HumanEval/142,edit,HumanEval/74,0.60,1.00,1.00,0.60
HumanEval/97,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/9,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/97,edit,HumanEval/97,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/97,0.20,0.78,1.00,0.20
HumanEval/142,edit,HumanEval/97,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/97,0.00,0.00,0.00,0.00
HumanEval/9,edit,HumanEval/97,0.10,0.50,1.00,0.10
HumanEval/9,edit,HumanEval/9,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/9,0.20,0.78,1.00,0.20
HumanEval/142,edit,HumanEval/9,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/9,0.00,0.00,0.00,0.00
HumanEval/97,edit,HumanEval/9,0.00,0.00,0.00,0.00
