task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/147,edit,HumanEval/147,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/147,0.30,0.92,1.00,0.30
HumanEval/144,edit,HumanEval/147,0.70,1.00,1.00,0.70
HumanEval/19,edit,HumanEval/147,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/147,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/147,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/147,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/147,0.50,1.00,1.00,0.50
HumanEval/10,edit,HumanEval/147,0.20,0.78,1.00,0.20
HumanEval/84,edit,HumanEval/147,0.60,1.00,1.00,0.60
HumanEval/36,edit,HumanEval/147,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/147,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/147,0.20,0.78,1.00,0.20
HumanEval/153,edit,HumanEval/147,1.00,1.00,1.00,1.00
HumanEval/159,edit,HumanEval/159,0.10,0.50,1.00,0.10
HumanEval/147,edit,HumanEval/159,0.30,0.92,1.00,0.30
HumanEval/144,edit,HumanEval/159,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/159,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/159,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/159,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/159,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/159,0.60,1.00,1.00,0.60
HumanEval/10,edit,HumanEval/159,0.50,1.00,1.00,0.50
HumanEval/84,edit,HumanEval/159,0.60,1.00,1.00,0.60
HumanEval/36,edit,HumanEval/159,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/159,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/159,0.00,0.00,0.00,0.00
HumanEval/153,edit,HumanEval/159,1.00,1.00,1.00,1.00
HumanEval/144,edit,HumanEval/144,0.60,1.00,1.00,0.60
HumanEval/147,edit,HumanEval/144,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/144,0.20,0.78,1.00,0.20
HumanEval/19,edit,HumanEval/144,0.20,0.78,1.00,0.20
HumanEval/135,edit,HumanEval/144,0.10,0.50,1.00,0.10
HumanEval/18,edit,HumanEval/144,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/144,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/144,0.60,1.00,1.00,0.60
HumanEval/10,edit,HumanEval/144,0.30,0.92,1.00,0.30
HumanEval/84,edit,HumanEval/144,0.70,1.00,1.00,0.70
HumanEval/36,edit,HumanEval/144,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/144,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/144,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/144,1.00,1.00,1.00,1.00
HumanEval/19,edit,HumanEval/19,0.00,0.00,0.00,0.00
HumanEval/147,edit,HumanEval/19,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/19,0.20,0.78,1.00,0.20
HumanEval/144,edit,HumanEval/19,0.70,1.00,1.00,0.70
HumanEval/135,edit,HumanEval/19,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/19,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/19,0.30,0.92,1.00,0.30
HumanEval/156,edit,HumanEval/19,0.80,1.00,1.00,0.80
HumanEval/10,edit,HumanEval/19,0.30,0.92,1.00,0.30
HumanEval/84,edit,HumanEval/19,0.60,1.00,1.00,0.60
HumanEval/36,edit,HumanEval/19,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/19,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/19,0.00,0.00,0.00,0.00
HumanEval/153,edit,HumanEval/19,0.90,1.00,1.00,0.90
HumanEval/135,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/147,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/144,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/18,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/10,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/84,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/36,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/135,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/135,0.90,1.00,1.00,0.90
HumanEval/18,edit,HumanEval/18,0.10,0.50,1.00,0.10
HumanEval/147,edit,HumanEval/18,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/18,0.20,0.78,1.00,0.20
HumanEval/144,edit,HumanEval/18,0.30,0.92,1.00,0.30
HumanEval/19,edit,HumanEval/18,0.00,0.00,0.00,0.00
HumanEval/135,edit,HumanEval/18,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/18,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/18,0.50,1.00,1.00,0.50
HumanEval/10,edit,HumanEval/18,0.20,0.78,1.00,0.20
HumanEval/84,edit,HumanEval/18,0.50,1.00,1.00,0.50
HumanEval/36,edit,HumanEval/18,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/18,0.70,1.00,1.00,0.70
HumanEval/110,edit,HumanEval/18,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/18,0.90,1.00,1.00,0.90
HumanEval/155,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/147,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/144,edit,HumanEval/155,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/135,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/156,edit,HumanEval/155,0.60,1.00,1.00,0.60
HumanEval/10,edit,HumanEval/155,0.40,0.98,1.00,0.40
HumanEval/84,edit,HumanEval/155,0.60,1.00,1.00,0.60
HumanEval/36,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/155,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/153,edit,HumanEval/155,1.00,1.00,1.00,1.00
HumanEval/156,edit,HumanEval/156,0.70,1.00,1.00,0.70
HumanEval/147,edit,HumanEval/156,0.40,0.98,1.00,0.40
HumanEval/159,edit,HumanEval/156,0.10,0.50,1.00,0.10
HumanEval/144,edit,HumanEval/156,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/156,0.20,0.78,1.00,0.20
HumanEval/135,edit,HumanEval/156,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/156,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/156,0.00,0.00,0.00,0.00
HumanEval/10,edit,HumanEval/156,0.60,1.00,1.00,0.60
HumanEval/84,edit,HumanEval/156,0.60,1.00,1.00,0.60
HumanEval/36,edit,HumanEval/156,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/156,0.90,1.00,1.00,0.90
HumanEval/110,edit,HumanEval/156,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/156,0.70,1.00,1.00,0.70
HumanEval/10,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/147,edit,HumanEval/10,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/144,edit,HumanEval/10,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/18,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/10,0.40,0.98,1.00,0.40
HumanEval/84,edit,HumanEval/10,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/10,0.00,0.00,0.00,0.00
HumanEval/2,edit,HumanEval/10,0.70,1.00,1.00,0.70
HumanEval/110,edit,HumanEval/10,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/10,1.00,1.00,1.00,1.00
HumanEval/84,edit,HumanEval/84,0.90,1.00,1.00,0.90
HumanEval/147,edit,HumanEval/84,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/84,0.20,0.78,1.00,0.20
HumanEval/144,edit,HumanEval/84,0.30,0.92,1.00,0.30
HumanEval/19,edit,HumanEval/84,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/84,0.00,0.00,0.00,0.00
HumanEval/18,edit,HumanEval/84,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/84,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/84,0.40,0.98,1.00,0.40
HumanEval/10,edit,HumanEval/84,0.30,0.92,1.00,0.30
