task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/16,edit,HumanEval/16,0.40,0.98,1.00,0.40
HumanEval/136,edit,HumanEval/16,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/16,0.20,0.78,1.00,0.20
HumanEval/49,edit,HumanEval/16,0.90,1.00,1.00,0.90
HumanEval/89,edit,HumanEval/16,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/16,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/16,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/16,0.10,0.50,1.00,0.10
HumanEval/152,edit,HumanEval/16,0.80,1.00,1.00,0.80
HumanEval/128,edit,HumanEval/16,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/16,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/136,0.20,0.78,1.00,0.20
HumanEval/49,edit,HumanEval/136,0.90,1.00,1.00,0.90
HumanEval/89,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/136,0.80,1.00,1.00,0.80
HumanEval/117,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/136,0.20,0.78,1.00,0.20
HumanEval/152,edit,HumanEval/136,0.80,1.00,1.00,0.80
HumanEval/128,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/51,0.30,0.92,1.00,0.30
HumanEval/16,edit,HumanEval/51,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/51,0.00,0.00,0.00,0.00
HumanEval/49,edit,HumanEval/51,0.80,1.00,1.00,0.80
HumanEval/89,edit,HumanEval/51,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/51,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/51,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/51,0.10,0.50,1.00,0.10
HumanEval/152,edit,HumanEval/51,0.90,1.00,1.00,0.90
HumanEval/128,edit,HumanEval/51,0.20,0.78,1.00,0.20
HumanEval/49,edit,HumanEval/49,0.90,1.00,1.00,0.90
HumanEval/16,edit,HumanEval/49,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/49,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/49,0.20,0.78,1.00,0.20
HumanEval/89,edit,HumanEval/49,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/49,0.80,1.00,1.00,0.80
HumanEval/117,edit,HumanEval/49,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/49,0.10,0.50,1.00,0.10
HumanEval/152,edit,HumanEval/49,0.50,1.00,1.00,0.50
HumanEval/128,edit,HumanEval/49,0.10,0.50,1.00,0.10
HumanEval/89,edit,HumanEval/89,0.10,0.50,1.00,0.10
HumanEval/16,edit,HumanEval/89,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/89,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/89,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/89,0.90,1.00,1.00,0.90
HumanEval/74,edit,HumanEval/89,1.00,1.00,1.00,1.00
HumanEval/117,edit,HumanEval/89,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/89,0.20,0.78,1.00,0.20
HumanEval/152,edit,HumanEval/89,1.00,1.00,1.00,1.00
HumanEval/128,edit,HumanEval/89,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/74,0.40,0.98,1.00,0.40
HumanEval/16,edit,HumanEval/74,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/74,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/74,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/74,1.00,1.00,1.00,1.00
HumanEval/89,edit,HumanEval/74,0.20,0.78,1.00,0.20
HumanEval/117,edit,HumanEval/74,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/152,edit,HumanEval/74,0.70,1.00,1.00,0.70
HumanEval/128,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/16,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/49,edit,HumanEval/117,0.90,1.00,1.00,0.90
HumanEval/89,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/117,0.70,1.00,1.00,0.70
HumanEval/5,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/152,edit,HumanEval/117,0.90,1.00,1.00,0.90
HumanEval/128,edit,HumanEval/117,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/5,0.20,0.78,1.00,0.20
HumanEval/16,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/49,edit,HumanEval/5,0.80,1.00,1.00,0.80
HumanEval/89,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/117,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/152,edit,HumanEval/5,0.80,1.00,1.00,0.80
HumanEval/128,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/152,edit,HumanEval/152,0.80,1.00,1.00,0.80
HumanEval/16,edit,HumanEval/152,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/152,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/152,0.40,0.98,1.00,0.40
HumanEval/49,edit,HumanEval/152,0.80,1.00,1.00,0.80
HumanEval/89,edit,HumanEval/152,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/152,0.50,1.00,1.00,0.50
HumanEval/117,edit,HumanEval/152,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/152,0.20,0.78,1.00,0.20
HumanEval/128,edit,HumanEval/152,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/128,0.10,0.50,1.00,0.10
HumanEval/16,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/128,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/16,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/136,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/51,edit,HumanEval/128,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/128,1.00,1.00,1.00,1.00
HumanEval/89,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/128,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/152,edit,HumanEval/128,1.00,1.00,1.00,1.00
