task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/0,edit,HumanEval/0,1.00,1.00,1.00,1.00
HumanEval/136,edit,HumanEval/0,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/0,0.30,0.92,1.00,0.30
HumanEval/56,edit,HumanEval/0,0.50,1.00,1.00,0.50
HumanEval/61,edit,HumanEval/0,0.90,1.00,1.00,0.90
HumanEval/43,edit,HumanEval/0,0.60,1.00,1.00,0.60
HumanEval/89,edit,HumanEval/0,0.40,0.98,1.00,0.40
HumanEval/117,edit,HumanEval/0,0.30,0.92,1.00,0.30
HumanEval/128,edit,HumanEval/0,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/0,0.20,0.78,1.00,0.20
HumanEval/136,edit,HumanEval/136,0.10,0.50,1.00,0.10
HumanEval/0,edit,HumanEval/136,0.70,1.00,1.00,0.70
HumanEval/66,edit,HumanEval/136,0.40,0.98,1.00,0.40
HumanEval/56,edit,HumanEval/136,0.70,1.00,1.00,0.70
HumanEval/61,edit,HumanEval/136,0.60,1.00,1.00,0.60
HumanEval/43,edit,HumanEval/136,0.40,0.98,1.00,0.40
HumanEval/89,edit,HumanEval/136,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/128,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/136,0.40,0.98,1.00,0.40
HumanEval/66,edit,HumanEval/66,0.30,0.92,1.00,0.30
HumanEval/0,edit,HumanEval/66,0.60,1.00,1.00,0.60
HumanEval/136,edit,HumanEval/66,0.20,0.78,1.00,0.20
HumanEval/56,edit,HumanEval/66,0.70,1.00,1.00,0.70
HumanEval/61,edit,HumanEval/66,0.50,1.00,1.00,0.50
HumanEval/43,edit,HumanEval/66,0.30,0.92,1.00,0.30
HumanEval/89,edit,HumanEval/66,0.20,0.78,1.00,0.20
HumanEval/117,edit,HumanEval/66,0.30,0.92,1.00,0.30
HumanEval/128,edit,HumanEval/66,0.00,0.00,0.00,0.00
HumanEval/49,edit,HumanEval/66,0.10,0.50,1.00,0.10
HumanEval/56,edit,HumanEval/56,0.70,1.00,1.00,0.70
HumanEval/0,edit,HumanEval/56,0.70,1.00,1.00,0.70
HumanEval/136,edit,HumanEval/56,0.40,0.98,1.00,0.40
HumanEval/66,edit,HumanEval/56,0.40,0.98,1.00,0.40
HumanEval/61,edit,HumanEval/56,0.90,1.00,1.00,0.90
HumanEval/43,edit,HumanEval/56,0.10,0.50,1.00,0.10
HumanEval/89,edit,HumanEval/56,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/56,0.30,0.92,1.00,0.30
HumanEval/128,edit,HumanEval/56,0.20,0.78,1.00,0.20
HumanEval/49,edit,HumanEval/56,0.10,0.50,1.00,0.10
HumanEval/61,edit,HumanEval/61,0.90,1.00,1.00,0.90
HumanEval/0,edit,HumanEval/61,0.90,1.00,1.00,0.90
HumanEval/136,edit,HumanEval/61,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/61,0.30,0.92,1.00,0.30
HumanEval/56,edit,HumanEval/61,1.00,1.00,1.00,1.00
HumanEval/43,edit,HumanEval/61,0.20,0.78,1.00,0.20
HumanEval/89,edit,HumanEval/61,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/61,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/61,0.00,0.00,0.00,0.00
HumanEval/49,edit,HumanEval/61,0.10,0.50,1.00,0.10
HumanEval/43,edit,HumanEval/43,0.40,0.98,1.00,0.40
HumanEval/0,edit,HumanEval/43,0.30,0.92,1.00,0.30
HumanEval/136,edit,HumanEval/43,0.10,0.50,1.00,0.10
HumanEval/66,edit,HumanEval/43,0.20,0.78,1.00,0.20
HumanEval/56,edit,HumanEval/43,0.10,0.50,1.00,0.10
HumanEval/61,edit,HumanEval/43,0.50,1.00,1.00,0.50
HumanEval/89,edit,HumanEval/43,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/43,0.20,0.78,1.00,0.20
HumanEval/128,edit,HumanEval/43,0.10,0.50,1.00,0.10
HumanEval/49,edit,HumanEval/43,0.00,0.00,0.00,0.00
HumanEval/89,edit,HumanEval/89,0.20,0.78,1.00,0.20
HumanEval/0,edit,HumanEval/89,0.70,1.00,1.00,0.70
HumanEval/136,edit,HumanEval/89,0.40,0.98,1.00,0.40
HumanEval/66,edit,HumanEval/89,0.40,0.98,1.00,0.40
HumanEval/56,edit,HumanEval/89,0.90,1.00,1.00,0.90
HumanEval/61,edit,HumanEval/89,0.80,1.00,1.00,0.80
HumanEval/43,edit,HumanEval/89,0.30,0.92,1.00,0.30
HumanEval/117,edit,HumanEval/89,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/89,0.30,0.92,1.00,0.30
HumanEval/49,edit,HumanEval/89,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/117,0.20,0.78,1.00,0.20
HumanEval/0,edit,HumanEval/117,0.50,1.00,1.00,0.50
HumanEval/136,edit,HumanEval/117,0.30,0.92,1.00,0.30
HumanEval/66,edit,HumanEval/117,0.20,0.78,1.00,0.20
HumanEval/56,edit,HumanEval/117,0.70,1.00,1.00,0.70
HumanEval/61,edit,HumanEval/117,0.70,1.00,1.00,0.70
HumanEval/43,edit,HumanEval/117,0.60,1.00,1.00,0.60
HumanEval/89,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/49,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/0,edit,HumanEval/128,0.40,0.98,1.00,0.40
HumanEval/136,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/66,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/56,edit,HumanEval/128,0.60,1.00,1.00,0.60
HumanEval/61,edit,HumanEval/128,0.60,1.00,1.00,0.60
HumanEval/43,edit,HumanEval/128,0.70,1.00,1.00,0.70
HumanEval/89,edit,HumanEval/128,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/49,edit,HumanEval/128,0.10,0.50,1.00,0.10
HumanEval/49,edit,HumanEval/49,1.00,1.00,1.00,1.00
HumanEval/0,edit,HumanEval/49,0.90,1.00,1.00,0.90
HumanEval/136,edit,HumanEval/49,0.20,0.78,1.00,0.20
HumanEval/66,edit,HumanEval/49,0.30,0.92,1.00,0.30
HumanEval/56,edit,HumanEval/49,0.30,0.92,1.00,0.30
HumanEval/61,edit,HumanEval/49,0.70,1.00,1.00,0.70
HumanEval/43,edit,HumanEval/49,0.20,0.78,1.00,0.20
HumanEval/89,edit,HumanEval/49,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/49,0.20,0.78,1.00,0.20
HumanEval/128,edit,HumanEval/49,0.00,0.00,0.00,0.00
