task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
59,edit,59,0.80,1.00,1.00,0.80
71,edit,59,0.70,1.00,1.00,0.70
84,edit,59,0.70,1.00,1.00,0.70
89,edit,59,0.40,0.98,1.00,0.40
103,edit,59,0.40,0.98,1.00,0.40
222,edit,59,0.70,1.00,1.00,0.70
301,edit,59,0.70,1.00,1.00,0.70
440,edit,59,0.30,0.92,1.00,0.30
569,edit,59,0.40,0.98,1.00,0.40
610,edit,59,0.50,1.00,1.00,0.50
71,edit,71,0.70,1.00,1.00,0.70
59,edit,71,0.70,1.00,1.00,0.70
84,edit,71,1.00,1.00,1.00,1.00
89,edit,71,1.00,1.00,1.00,1.00
103,edit,71,0.40,0.98,1.00,0.40
222,edit,71,0.90,1.00,1.00,0.90
301,edit,71,0.60,1.00,1.00,0.60
440,edit,71,0.10,0.50,1.00,0.10
569,edit,71,0.00,0.00,0.00,0.00
610,edit,71,0.50,1.00,1.00,0.50
84,edit,84,0.90,1.00,1.00,0.90
59,edit,84,0.70,1.00,1.00,0.70
71,edit,84,0.60,1.00,1.00,0.60
89,edit,84,0.30,0.92,1.00,0.30
103,edit,84,0.30,0.92,1.00,0.30
222,edit,84,0.80,1.00,1.00,0.80
301,edit,84,0.40,0.98,1.00,0.40
440,edit,84,0.30,0.92,1.00,0.30
569,edit,84,0.10,0.50,1.00,0.10
610,edit,84,0.50,1.00,1.00,0.50
89,edit,89,0.60,1.00,1.00,0.60
59,edit,89,0.70,1.00,1.00,0.70
71,edit,89,0.70,1.00,1.00,0.70
84,edit,89,0.50,1.00,1.00,0.50
103,edit,89,0.40,0.98,1.00,0.40
222,edit,89,0.80,1.00,1.00,0.80
301,edit,89,0.50,1.00,1.00,0.50
440,edit,89,0.00,0.00,0.00,0.00
569,edit,89,0.30,0.92,1.00,0.30
610,edit,89,0.40,0.98,1.00,0.40
103,edit,103,0.50,1.00,1.00,0.50
59,edit,103,0.50,1.00,1.00,0.50
71,edit,103,0.60,1.00,1.00,0.60
84,edit,103,1.00,1.00,1.00,1.00
89,edit,103,0.70,1.00,1.00,0.70
222,edit,103,0.80,1.00,1.00,0.80
301,edit,103,0.70,1.00,1.00,0.70
440,edit,103,0.40,0.98,1.00,0.40
569,edit,103,0.20,0.78,1.00,0.20
610,edit,103,0.60,1.00,1.00,0.60
222,edit,222,0.90,1.00,1.00,0.90
59,edit,222,0.80,1.00,1.00,0.80
71,edit,222,0.80,1.00,1.00,0.80
84,edit,222,0.80,1.00,1.00,0.80
89,edit,222,0.70,1.00,1.00,0.70
103,edit,222,0.20,0.78,1.00,0.20
301,edit,222,0.60,1.00,1.00,0.60
440,edit,222,0.40,0.98,1.00,0.40
569,edit,222,0.50,1.00,1.00,0.50
610,edit,222,0.80,1.00,1.00,0.80
301,edit,301,0.50,1.00,1.00,0.50
59,edit,301,0.70,1.00,1.00,0.70
71,edit,301,0.60,1.00,1.00,0.60
84,edit,301,0.90,1.00,1.00,0.90
89,edit,301,0.40,0.98,1.00,0.40
103,edit,301,0.10,0.50,1.00,0.10
222,edit,301,0.70,1.00,1.00,0.70
440,edit,301,0.20,0.78,1.00,0.20
569,edit,301,0.10,0.50,1.00,0.10
610,edit,301,0.50,1.00,1.00,0.50
440,edit,440,0.20,0.78,1.00,0.20
59,edit,440,0.60,1.00,1.00,0.60
71,edit,440,0.70,1.00,1.00,0.70
84,edit,440,0.60,1.00,1.00,0.60
89,edit,440,0.30,0.92,1.00,0.30
103,edit,440,0.20,0.78,1.00,0.20
222,edit,440,0.90,1.00,1.00,0.90
301,edit,440,0.40,0.98,1.00,0.40
569,edit,440,0.20,0.78,1.00,0.20
610,edit,440,0.60,1.00,1.00,0.60
569,edit,569,0.10,0.50,1.00,0.10
59,edit,569,0.40,0.98,1.00,0.40
71,edit,569,0.80,1.00,1.00,0.80
84,edit,569,0.80,1.00,1.00,0.80
89,edit,569,0.30,0.92,1.00,0.30
103,edit,569,0.10,0.50,1.00,0.10
222,edit,569,0.60,1.00,1.00,0.60
301,edit,569,0.40,0.98,1.00,0.40
440,edit,569,0.10,0.50,1.00,0.10
610,edit,569,0.30,0.92,1.00,0.30
610,edit,610,0.40,0.98,1.00,0.40
59,edit,610,0.50,1.00,1.00,0.50
71,edit,610,0.70,1.00,1.00,0.70
84,edit,610,1.00,1.00,1.00,1.00
89,edit,610,0.10,0.50,1.00,0.10
103,edit,610,0.20,0.78,1.00,0.20
222,edit,610,0.70,1.00,1.00,0.70
301,edit,610,0.90,1.00,1.00,0.90
440,edit,610,0.10,0.50,1.00,0.10
569,edit,610,0.30,0.92,1.00,0.30
59,edit,59,0.80,1.00,1.00,0.80
71,edit,59,0.70,1.00,1.00,0.70
84,edit,59,0.70,1.00,1.00,0.70
89,edit,59,0.40,0.98,1.00,0.40
103,edit,59,0.40,0.98,1.00,0.40
222,edit,59,0.70,1.00,1.00,0.70
301,edit,59,0.70,1.00,1.00,0.70
440,edit,59,0.30,0.92,1.00,0.30
569,edit,59,0.40,0.98,1.00,0.40
610,edit,59,0.50,1.00,1.00,0.50
71,edit,71,0.70,1.00,1.00,0.70
59,edit,71,0.70,1.00,1.00,0.70
84,edit,71,1.00,1.00,1.00,1.00
89,edit,71,1.00,1.00,1.00,1.00
103,edit,71,0.40,0.98,1.00,0.40
222,edit,71,0.90,1.00,1.00,0.90
301,edit,71,0.60,1.00,1.00,0.60
440,edit,71,0.10,0.50,1.00,0.10
569,edit,71,0.00,0.00,0.00,0.00
610,edit,71,0.50,1.00,1.00,0.50
84,edit,84,0.90,1.00,1.00,0.90
59,edit,84,0.70,1.00,1.00,0.70
71,edit,84,0.60,1.00,1.00,0.60
89,edit,84,0.30,0.92,1.00,0.30
103,edit,84,0.30,0.92,1.00,0.30
222,edit,84,0.80,1.00,1.00,0.80
301,edit,84,0.40,0.98,1.00,0.40
440,edit,84,0.30,0.92,1.00,0.30
569,edit,84,0.10,0.50,1.00,0.10
610,edit,84,0.50,1.00,1.00,0.50
89,edit,89,0.60,1.00,1.00,0.60
59,edit,89,0.70,1.00,1.00,0.70
71,edit,89,0.70,1.00,1.00,0.70
84,edit,89,0.50,1.00,1.00,0.50
103,edit,89,0.40,0.98,1.00,0.40
222,edit,89,0.80,1.00,1.00,0.80
301,edit,89,0.50,1.00,1.00,0.50
440,edit,89,0.00,0.00,0.00,0.00
569,edit,89,0.30,0.92,1.00,0.30
610,edit,89,0.40,0.98,1.00,0.40
103,edit,103,0.50,1.00,1.00,0.50
59,edit,103,0.50,1.00,1.00,0.50
71,edit,103,0.60,1.00,1.00,0.60
84,edit,103,1.00,1.00,1.00,1.00
89,edit,103,0.70,1.00,1.00,0.70
222,edit,103,0.80,1.00,1.00,0.80
301,edit,103,0.70,1.00,1.00,0.70
440,edit,103,0.40,0.98,1.00,0.40
569,edit,103,0.20,0.78,1.00,0.20
610,edit,103,0.60,1.00,1.00,0.60
222,edit,222,0.90,1.00,1.00,0.90
59,edit,222,0.80,1.00,1.00,0.80
71,edit,222,0.80,1.00,1.00,0.80
84,edit,222,0.80,1.00,1.00,0.80
89,edit,222,0.70,1.00,1.00,0.70
103,edit,222,0.20,0.78,1.00,0.20
301,edit,222,0.60,1.00,1.00,0.60
440,edit,222,0.40,0.98,1.00,0.40
569,edit,222,0.50,1.00,1.00,0.50
610,edit,222,0.80,1.00,1.00,0.80
301,edit,301,0.50,1.00,1.00,0.50
59,edit,301,0.70,1.00,1.00,0.70
71,edit,301,0.60,1.00,1.00,0.60
84,edit,301,0.90,1.00,1.00,0.90
89,edit,301,0.40,0.98,1.00,0.40
103,edit,301,0.10,0.50,1.00,0.10
222,edit,301,0.70,1.00,1.00,0.70
440,edit,301,0.20,0.78,1.00,0.20
569,edit,301,0.10,0.50,1.00,0.10
610,edit,301,0.50,1.00,1.00,0.50
440,edit,440,0.20,0.78,1.00,0.20
59,edit,440,0.60,1.00,1.00,0.60
71,edit,440,0.70,1.00,1.00,0.70
84,edit,440,0.60,1.00,1.00,0.60
89,edit,440,0.30,0.92,1.00,0.30
103,edit,440,0.20,0.78,1.00,0.20
222,edit,440,0.90,1.00,1.00,0.90
301,edit,440,0.40,0.98,1.00,0.40
569,edit,440,0.20,0.78,1.00,0.20
610,edit,440,0.60,1.00,1.00,0.60
569,edit,569,0.10,0.50,1.00,0.10
59,edit,569,0.40,0.98,1.00,0.40
71,edit,569,0.80,1.00,1.00,0.80
84,edit,569,0.80,1.00,1.00,0.80
89,edit,569,0.30,0.92,1.00,0.30
103,edit,569,0.10,0.50,1.00,0.10
222,edit,569,0.60,1.00,1.00,0.60
301,edit,569,0.40,0.98,1.00,0.40
440,edit,569,0.10,0.50,1.00,0.10
610,edit,569,0.30,0.92,1.00,0.30
610,edit,610,0.40,0.98,1.00,0.40
59,edit,610,0.50,1.00,1.00,0.50
71,edit,610,0.70,1.00,1.00,0.70
84,edit,610,1.00,1.00,1.00,1.00
89,edit,610,0.10,0.50,1.00,0.10
103,edit,610,0.20,0.78,1.00,0.20
222,edit,610,0.70,1.00,1.00,0.70
301,edit,610,0.90,1.00,1.00,0.90
440,edit,610,0.10,0.50,1.00,0.10
569,edit,610,0.30,0.92,1.00,0.30
