task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/79,edit,HumanEval/79,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/79,0.10,0.50,1.00,0.10
HumanEval/97,edit,HumanEval/79,0.50,1.00,1.00,0.50
HumanEval/89,edit,HumanEval/79,0.10,0.50,1.00,0.10
HumanEval/66,edit,HumanEval/79,0.70,1.00,1.00,0.70
HumanEval/128,edit,HumanEval/79,0.30,0.92,1.00,0.30
HumanEval/136,edit,HumanEval/79,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/79,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/79,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/74,0.60,1.00,1.00,0.60
HumanEval/79,edit,HumanEval/74,0.10,0.50,1.00,0.10
HumanEval/97,edit,HumanEval/74,0.50,1.00,1.00,0.50
HumanEval/89,edit,HumanEval/74,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/74,0.60,1.00,1.00,0.60
HumanEval/128,edit,HumanEval/74,0.20,0.78,1.00,0.20
HumanEval/136,edit,HumanEval/74,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/74,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/74,0.30,0.92,1.00,0.30
HumanEval/97,edit,HumanEval/97,0.70,1.00,1.00,0.70
HumanEval/79,edit,HumanEval/97,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/97,0.00,0.00,0.00,0.00
HumanEval/89,edit,HumanEval/97,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/97,1.00,1.00,1.00,1.00
HumanEval/128,edit,HumanEval/97,0.10,0.50,1.00,0.10
HumanEval/136,edit,HumanEval/97,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/97,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/97,0.20,0.78,1.00,0.20
HumanEval/89,edit,HumanEval/89,0.00,0.00,0.00,0.00
HumanEval/79,edit,HumanEval/89,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/89,0.20,0.78,1.00,0.20
HumanEval/97,edit,HumanEval/89,0.80,1.00,1.00,0.80
HumanEval/66,edit,HumanEval/89,0.90,1.00,1.00,0.90
HumanEval/128,edit,HumanEval/89,0.10,0.50,1.00,0.10
HumanEval/136,edit,HumanEval/89,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/89,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/89,0.40,0.98,1.00,0.40
HumanEval/66,edit,HumanEval/66,0.70,1.00,1.00,0.70
HumanEval/79,edit,HumanEval/66,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/66,0.50,1.00,1.00,0.50
HumanEval/97,edit,HumanEval/66,0.40,0.98,1.00,0.40
HumanEval/89,edit,HumanEval/66,0.10,0.50,1.00,0.10
HumanEval/128,edit,HumanEval/66,0.20,0.78,1.00,0.20
HumanEval/136,edit,HumanEval/66,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/66,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/66,0.20,0.78,1.00,0.20
HumanEval/128,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/79,edit,HumanEval/128,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/128,0.20,0.78,1.00,0.20
HumanEval/97,edit,HumanEval/128,0.70,1.00,1.00,0.70
HumanEval/89,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/128,0.70,1.00,1.00,0.70
HumanEval/136,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/128,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/128,0.10,0.50,1.00,0.10
HumanEval/136,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/79,edit,HumanEval/136,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/136,0.10,0.50,1.00,0.10
HumanEval/97,edit,HumanEval/136,0.70,1.00,1.00,0.70
HumanEval/89,edit,HumanEval/136,0.10,0.50,1.00,0.10
HumanEval/66,edit,HumanEval/136,0.80,1.00,1.00,0.80
HumanEval/128,edit,HumanEval/136,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/79,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/74,edit,HumanEval/155,0.50,1.00,1.00,0.50
HumanEval/97,edit,HumanEval/155,0.50,1.00,1.00,0.50
HumanEval/89,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/66,edit,HumanEval/155,0.80,1.00,1.00,0.80
HumanEval/128,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/136,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/5,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/79,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/5,0.40,0.98,1.00,0.40
