task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
71,edit,71,0.50,1.00,1.00,0.50
89,edit,71,0.00,0.00,0.00,0.00
92,edit,71,0.60,1.00,1.00,0.60
101,edit,71,0.20,0.78,1.00,0.20
222,edit,71,0.50,1.00,1.00,0.50
268,edit,71,0.20,0.78,1.00,0.20
294,edit,71,0.40,0.98,1.00,0.40
301,edit,71,0.40,0.98,1.00,0.40
407,edit,71,0.20,0.78,1.00,0.20
434,edit,71,0.20,0.78,1.00,0.20
453,edit,71,0.00,0.00,0.00,0.00
454,edit,71,0.70,1.00,1.00,0.70
610,edit,71,0.20,0.78,1.00,0.20
614,edit,71,0.70,1.00,1.00,0.70
749,edit,71,0.00,0.00,0.00,0.00
783,edit,71,0.00,0.00,0.00,0.00
806,edit,71,0.50,1.00,1.00,0.50
89,edit,89,0.10,0.50,1.00,0.10
71,edit,89,0.50,1.00,1.00,0.50
92,edit,89,0.30,0.92,1.00,0.30
101,edit,89,0.50,1.00,1.00,0.50
222,edit,89,0.90,1.00,1.00,0.90
268,edit,89,0.50,1.00,1.00,0.50
294,edit,89,0.30,0.92,1.00,0.30
301,edit,89,0.60,1.00,1.00,0.60
407,edit,89,0.30,0.92,1.00,0.30
434,edit,89,0.30,0.92,1.00,0.30
453,edit,89,0.00,0.00,0.00,0.00
454,edit,89,0.30,0.92,1.00,0.30
610,edit,89,0.30,0.92,1.00,0.30
614,edit,89,0.70,1.00,1.00,0.70
749,edit,89,0.00,0.00,0.00,0.00
783,edit,89,0.20,0.78,1.00,0.20
806,edit,89,0.00,0.00,0.00,0.00
92,edit,92,0.80,1.00,1.00,0.80
71,edit,92,1.00,1.00,1.00,1.00
89,edit,92,0.00,0.00,0.00,0.00
101,edit,92,0.40,0.98,1.00,0.40
222,edit,92,0.90,1.00,1.00,0.90
268,edit,92,0.20,0.78,1.00,0.20
294,edit,92,0.20,0.78,1.00,0.20
301,edit,92,0.30,0.92,1.00,0.30
407,edit,92,0.10,0.50,1.00,0.10
434,edit,92,0.00,0.00,0.00,0.00
453,edit,92,0.00,0.00,0.00,0.00
454,edit,92,0.60,1.00,1.00,0.60
610,edit,92,0.40,0.98,1.00,0.40
614,edit,92,0.90,1.00,1.00,0.90
749,edit,92,0.00,0.00,0.00,0.00
783,edit,92,0.20,0.78,1.00,0.20
806,edit,92,0.30,0.92,1.00,0.30
101,edit,101,0.30,0.92,1.00,0.30
71,edit,101,0.00,0.00,0.00,0.00
89,edit,101,0.00,0.00,0.00,0.00
92,edit,101,0.60,1.00,1.00,0.60
222,edit,101,1.00,1.00,1.00,1.00
268,edit,101,0.30,0.92,1.00,0.30
294,edit,101,0.30,0.92,1.00,0.30
301,edit,101,0.40,0.98,1.00,0.40
407,edit,101,0.10,0.50,1.00,0.10
434,edit,101,0.10,0.50,1.00,0.10
453,edit,101,0.00,0.00,0.00,0.00
454,edit,101,0.40,0.98,1.00,0.40
610,edit,101,0.10,0.50,1.00,0.10
614,edit,101,0.60,1.00,1.00,0.60
749,edit,101,0.00,0.00,0.00,0.00
783,edit,101,0.00,0.00,0.00,0.00
806,edit,101,0.00,0.00,0.00,0.00
222,edit,222,1.00,1.00,1.00,1.00
71,edit,222,0.50,1.00,1.00,0.50
89,edit,222,0.10,0.50,1.00,0.10
92,edit,222,0.40,0.98,1.00,0.40
101,edit,222,0.30,0.92,1.00,0.30
268,edit,222,0.30,0.92,1.00,0.30
294,edit,222,0.60,1.00,1.00,0.60
301,edit,222,0.40,0.98,1.00,0.40
407,edit,222,0.20,0.78,1.00,0.20
434,edit,222,0.30,0.92,1.00,0.30
453,edit,222,0.20,0.78,1.00,0.20
454,edit,222,0.50,1.00,1.00,0.50
610,edit,222,0.60,1.00,1.00,0.60
614,edit,222,0.90,1.00,1.00,0.90
749,edit,222,0.00,0.00,0.00,0.00
783,edit,222,0.10,0.50,1.00,0.10
806,edit,222,0.30,0.92,1.00,0.30
268,edit,268,0.30,0.92,1.00,0.30
71,edit,268,0.60,1.00,1.00,0.60
89,edit,268,0.00,0.00,0.00,0.00
92,edit,268,0.40,0.98,1.00,0.40
101,edit,268,0.40,0.98,1.00,0.40
222,edit,268,0.60,1.00,1.00,0.60
294,edit,268,0.20,0.78,1.00,0.20
301,edit,268,0.50,1.00,1.00,0.50
407,edit,268,0.10,0.50,1.00,0.10
434,edit,268,0.00,0.00,0.00,0.00
453,edit,268,0.30,0.92,1.00,0.30
454,edit,268,0.40,0.98,1.00,0.40
610,edit,268,0.30,0.92,1.00,0.30
614,edit,268,0.80,1.00,1.00,0.80
749,edit,268,0.00,0.00,0.00,0.00
783,edit,268,0.00,0.00,0.00,0.00
806,edit,268,0.20,0.78,1.00,0.20
294,edit,294,0.30,0.92,1.00,0.30
71,edit,294,0.30,0.92,1.00,0.30
89,edit,294,0.00,0.00,0.00,0.00
92,edit,294,0.40,0.98,1.00,0.40
101,edit,294,0.30,0.92,1.00,0.30
222,edit,294,1.00,1.00,1.00,1.00
268,edit,294,0.30,0.92,1.00,0.30
301,edit,294,0.30,0.92,1.00,0.30
407,edit,294,0.00,0.00,0.00,0.00
434,edit,294,0.20,0.78,1.00,0.20
453,edit,294,0.20,0.78,1.00,0.20
454,edit,294,0.30,0.92,1.00,0.30
610,edit,294,0.30,0.92,1.00,0.30
614,edit,294,0.90,1.00,1.00,0.90
749,edit,294,0.00,0.00,0.00,0.00
783,edit,294,0.00,0.00,0.00,0.00
806,edit,294,0.20,0.78,1.00,0.20
301,edit,301,0.70,1.00,1.00,0.70
71,edit,301,0.90,1.00,1.00,0.90
89,edit,301,0.00,0.00,0.00,0.00
92,edit,301,1.00,1.00,1.00,1.00
101,edit,301,0.00,0.00,0.00,0.00
222,edit,301,0.90,1.00,1.00,0.90
268,edit,301,0.00,0.00,0.00,0.00
294,edit,301,0.00,0.00,0.00,0.00
407,edit,301,0.60,1.00,1.00,0.60
434,edit,301,0.10,0.50,1.00,0.10
453,edit,301,1.00,1.00,1.00,1.00
454,edit,301,0.80,1.00,1.00,0.80
610,edit,301,0.60,1.00,1.00,0.60
614,edit,301,1.00,1.00,1.00,1.00
749,edit,301,0.00,0.00,0.00,0.00
783,edit,301,0.70,1.00,1.00,0.70
806,edit,301,1.00,1.00,1.00,1.00
407,edit,407,0.40,0.98,1.00,0.40
71,edit,407,0.60,1.00,1.00,0.60
89,edit,407,0.00,0.00,0.00,0.00
92,edit,407,0.40,0.98,1.00,0.40
101,edit,407,0.60,1.00,1.00,0.60
222,edit,407,0.70,1.00,1.00,0.70
268,edit,407,0.10,0.50,1.00,0.10
294,edit,407,0.10,0.50,1.00,0.10
301,edit,407,0.60,1.00,1.00,0.60
434,edit,407,0.20,0.78,1.00,0.20
453,edit,407,0.10,0.50,1.00,0.10
454,edit,407,0.50,1.00,1.00,0.50
610,edit,407,0.30,0.92,1.00,0.30
614,edit,407,0.90,1.00,1.00,0.90
749,edit,407,0.00,0.00,0.00,0.00
783,edit,407,0.00,0.00,0.00,0.00
806,edit,407,0.60,1.00,1.00,0.60
434,edit,434,0.20,0.78,1.00,0.20
71,edit,434,0.70,1.00,1.00,0.70
89,edit,434,0.00,0.00,0.00,0.00
92,edit,434,0.50,1.00,1.00,0.50
101,edit,434,0.40,0.98,1.00,0.40
222,edit,434,0.80,1.00,1.00,0.80
268,edit,434,0.10,0.50,1.00,0.10
294,edit,434,0.50,1.00,1.00,0.50
301,edit,434,0.60,1.00,1.00,0.60
407,edit,434,0.00,0.00,0.00,0.00
453,edit,434,0.10,0.50,1.00,0.10
454,edit,434,0.70,1.00,1.00,0.70
610,edit,434,0.30,0.92,1.00,0.30
614,edit,434,0.90,1.00,1.00,0.90
749,edit,434,0.00,0.00,0.00,0.00
783,edit,434,0.30,0.92,1.00,0.30
806,edit,434,0.50,1.00,1.00,0.50
453,edit,453,0.10,0.50,1.00,0.10
71,edit,453,0.80,1.00,1.00,0.80
89,edit,453,0.00,0.00,0.00,0.00
92,edit,453,0.50,1.00,1.00,0.50
101,edit,453,0.60,1.00,1.00,0.60
222,edit,453,0.80,1.00,1.00,0.80
268,edit,453,0.50,1.00,1.00,0.50
294,edit,453,0.20,0.78,1.00,0.20
301,edit,453,0.70,1.00,1.00,0.70
407,edit,453,0.00,0.00,0.00,0.00
434,edit,453,0.20,0.78,1.00,0.20
454,edit,453,0.40,0.98,1.00,0.40
610,edit,453,0.30,0.92,1.00,0.30
614,edit,453,0.80,1.00,1.00,0.80
749,edit,453,0.00,0.00,0.00,0.00
783,edit,453,0.20,0.78,1.00,0.20
806,edit,453,0.20,0.78,1.00,0.20
454,edit,454,0.70,1.00,1.00,0.70
71,edit,454,0.30,0.92,1.00,0.30
89,edit,454,0.00,0.00,0.00,0.00
92,edit,454,0.70,1.00,1.00,0.70
101,edit,454,0.10,0.50,1.00,0.10
222,edit,454,0.70,1.00,1.00,0.70
268,edit,454,0.30,0.92,1.00,0.30
294,edit,454,0.40,0.98,1.00,0.40
301,edit,454,0.50,1.00,1.00,0.50
407,edit,454,0.00,0.00,0.00,0.00
434,edit,454,0.00,0.00,0.00,0.00
453,edit,454,0.20,0.78,1.00,0.20
610,edit,454,0.20,0.78,1.00,0.20
614,edit,454,0.90,1.00,1.00,0.90
749,edit,454,0.00,0.00,0.00,0.00
783,edit,454,0.20,0.78,1.00,0.20
806,edit,454,0.40,0.98,1.00,0.40
610,edit,610,0.40,0.98,1.00,0.40
71,edit,610,0.40,0.98,1.00,0.40
89,edit,610,0.00,0.00,0.00,0.00
92,edit,610,0.50,1.00,1.00,0.50
101,edit,610,0.60,1.00,1.00,0.60
222,edit,610,0.70,1.00,1.00,0.70
268,edit,610,0.10,0.50,1.00,0.10
294,edit,610,0.30,0.92,1.00,0.30
301,edit,610,0.70,1.00,1.00,0.70
407,edit,610,0.50,1.00,1.00,0.50
434,edit,610,0.10,0.50,1.00,0.10
453,edit,610,0.00,0.00,0.00,0.00
454,edit,610,0.40,0.98,1.00,0.40
614,edit,610,0.90,1.00,1.00,0.90
749,edit,610,0.00,0.00,0.00,0.00
783,edit,610,0.00,0.00,0.00,0.00
806,edit,610,0.20,0.78,1.00,0.20
614,edit,614,1.00,1.00,1.00,1.00
71,edit,614,0.80,1.00,1.00,0.80
89,edit,614,0.00,0.00,0.00,0.00
92,edit,614,0.60,1.00,1.00,0.60
101,edit,614,0.30,0.92,1.00,0.30
222,edit,614,0.80,1.00,1.00,0.80
268,edit,614,0.40,0.98,1.00,0.40
294,edit,614,0.40,0.98,1.00,0.40
301,edit,614,0.50,1.00,1.00,0.50
407,edit,614,0.30,0.92,1.00,0.30
434,edit,614,0.20,0.78,1.00,0.20
453,edit,614,0.00,0.00,0.00,0.00
454,edit,614,0.80,1.00,1.00,0.80
610,edit,614,0.50,1.00,1.00,0.50
749,edit,614,0.00,0.00,0.00,0.00
783,edit,614,0.10,0.50,1.00,0.10
806,edit,614,0.40,0.98,1.00,0.40
749,edit,749,0.00,0.00,0.00,0.00
71,edit,749,0.60,1.00,1.00,0.60
89,edit,749,0.00,0.00,0.00,0.00
92,edit,749,0.50,1.00,1.00,0.50
101,edit,749,0.30,0.92,1.00,0.30
222,edit,749,0.60,1.00,1.00,0.60
268,edit,749,0.40,0.98,1.00,0.40
294,edit,749,0.30,0.92,1.00,0.30
301,edit,749,0.50,1.00,1.00,0.50
407,edit,749,0.20,0.78,1.00,0.20
434,edit,749,0.30,0.92,1.00,0.30
453,edit,749,0.00,0.00,0.00,0.00
454,edit,749,0.60,1.00,1.00,0.60
610,edit,749,0.10,0.50,1.00,0.10
614,edit,749,0.70,1.00,1.00,0.70
