task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
69,edit,69,0.00,0.00,0.00,0.00
102,edit,69,1.00,1.00,1.00,1.00
111,edit,69,0.80,1.00,1.00,0.80
162,edit,69,0.70,1.00,1.00,0.70
165,edit,69,0.40,0.98,1.00,0.40
249,edit,69,0.80,1.00,1.00,0.80
446,edit,69,0.70,1.00,1.00,0.70
573,edit,69,0.40,0.98,1.00,0.40
593,edit,69,0.30,0.92,1.00,0.30
737,edit,69,0.80,1.00,1.00,0.80
767,edit,69,0.60,1.00,1.00,0.60
777,edit,69,0.60,1.00,1.00,0.60
783,edit,69,0.30,0.92,1.00,0.30
102,edit,102,1.00,1.00,1.00,1.00
69,edit,102,0.00,0.00,0.00,0.00
111,edit,102,0.70,1.00,1.00,0.70
162,edit,102,0.80,1.00,1.00,0.80
165,edit,102,0.50,1.00,1.00,0.50
249,edit,102,0.70,1.00,1.00,0.70
446,edit,102,0.60,1.00,1.00,0.60
573,edit,102,0.50,1.00,1.00,0.50
593,edit,102,0.30,0.92,1.00,0.30
737,edit,102,0.90,1.00,1.00,0.90
767,edit,102,1.00,1.00,1.00,1.00
777,edit,102,0.50,1.00,1.00,0.50
783,edit,102,0.30,0.92,1.00,0.30
111,edit,111,0.90,1.00,1.00,0.90
69,edit,111,0.10,0.50,1.00,0.10
102,edit,111,1.00,1.00,1.00,1.00
162,edit,111,1.00,1.00,1.00,1.00
165,edit,111,0.70,1.00,1.00,0.70
249,edit,111,0.80,1.00,1.00,0.80
446,edit,111,0.80,1.00,1.00,0.80
573,edit,111,0.10,0.50,1.00,0.10
593,edit,111,0.00,0.00,0.00,0.00
737,edit,111,0.80,1.00,1.00,0.80
767,edit,111,0.70,1.00,1.00,0.70
777,edit,111,0.70,1.00,1.00,0.70
783,edit,111,0.40,0.98,1.00,0.40
162,edit,162,1.00,1.00,1.00,1.00
69,edit,162,0.00,0.00,0.00,0.00
102,edit,162,0.80,1.00,1.00,0.80
111,edit,162,0.80,1.00,1.00,0.80
165,edit,162,0.50,1.00,1.00,0.50
249,edit,162,0.40,0.98,1.00,0.40
446,edit,162,0.70,1.00,1.00,0.70
573,edit,162,0.30,0.92,1.00,0.30
593,edit,162,0.40,0.98,1.00,0.40
737,edit,162,0.70,1.00,1.00,0.70
767,edit,162,0.90,1.00,1.00,0.90
777,edit,162,0.80,1.00,1.00,0.80
783,edit,162,0.40,0.98,1.00,0.40
165,edit,165,0.30,0.92,1.00,0.30
69,edit,165,0.00,0.00,0.00,0.00
102,edit,165,1.00,1.00,1.00,1.00
111,edit,165,0.40,0.98,1.00,0.40
162,edit,165,0.90,1.00,1.00,0.90
249,edit,165,0.50,1.00,1.00,0.50
446,edit,165,0.50,1.00,1.00,0.50
573,edit,165,0.60,1.00,1.00,0.60
593,edit,165,0.30,0.92,1.00,0.30
737,edit,165,0.60,1.00,1.00,0.60
767,edit,165,0.90,1.00,1.00,0.90
777,edit,165,0.90,1.00,1.00,0.90
783,edit,165,0.10,0.50,1.00,0.10
249,edit,249,0.60,1.00,1.00,0.60
69,edit,249,0.00,0.00,0.00,0.00
102,edit,249,0.80,1.00,1.00,0.80
111,edit,249,0.60,1.00,1.00,0.60
162,edit,249,0.90,1.00,1.00,0.90
165,edit,249,0.30,0.92,1.00,0.30
446,edit,249,0.50,1.00,1.00,0.50
573,edit,249,0.30,0.92,1.00,0.30
593,edit,249,0.30,0.92,1.00,0.30
737,edit,249,0.90,1.00,1.00,0.90
767,edit,249,0.70,1.00,1.00,0.70
777,edit,249,0.60,1.00,1.00,0.60
783,edit,249,0.40,0.98,1.00,0.40
446,edit,446,0.80,1.00,1.00,0.80
69,edit,446,0.00,0.00,0.00,0.00
102,edit,446,0.80,1.00,1.00,0.80
111,edit,446,0.80,1.00,1.00,0.80
162,edit,446,0.70,1.00,1.00,0.70
165,edit,446,0.80,1.00,1.00,0.80
249,edit,446,0.70,1.00,1.00,0.70
573,edit,446,0.40,0.98,1.00,0.40
593,edit,446,0.20,0.78,1.00,0.20
737,edit,446,0.70,1.00,1.00,0.70
767,edit,446,1.00,1.00,1.00,1.00
777,edit,446,0.60,1.00,1.00,0.60
783,edit,446,0.40,0.98,1.00,0.40
