task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/110,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/161,edit,HumanEval/110,0.70,1.00,1.00,0.70
HumanEval/104,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/155,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/135,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/118,edit,HumanEval/110,0.70,1.00,1.00,0.70
HumanEval/157,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/36,edit,HumanEval/110,0.30,0.92,1.00,0.30
HumanEval/19,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/148,edit,HumanEval/110,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/46,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/17,edit,HumanEval/110,0.70,1.00,1.00,0.70
HumanEval/84,edit,HumanEval/110,0.80,1.00,1.00,0.80
HumanEval/161,edit,HumanEval/161,0.80,1.00,1.00,0.80
HumanEval/110,edit,HumanEval/161,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/161,0.10,0.50,1.00,0.10
HumanEval/155,edit,HumanEval/161,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/161,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/161,0.20,0.78,1.00,0.20
HumanEval/118,edit,HumanEval/161,0.60,1.00,1.00,0.60
HumanEval/157,edit,HumanEval/161,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/161,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/161,0.10,0.50,1.00,0.10
HumanEval/148,edit,HumanEval/161,0.60,1.00,1.00,0.60
HumanEval/156,edit,HumanEval/161,0.30,0.92,1.00,0.30
HumanEval/46,edit,HumanEval/161,0.30,0.92,1.00,0.30
HumanEval/17,edit,HumanEval/161,0.50,1.00,1.00,0.50
HumanEval/84,edit,HumanEval/161,0.60,1.00,1.00,0.60
HumanEval/104,edit,HumanEval/104,0.00,0.00,0.00,0.00
HumanEval/110,edit,HumanEval/104,0.00,0.00,0.00,0.00
HumanEval/161,edit,HumanEval/104,0.50,1.00,1.00,0.50
HumanEval/155,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/104,0.40,0.98,1.00,0.40
HumanEval/117,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/118,edit,HumanEval/104,0.60,1.00,1.00,0.60
HumanEval/157,edit,HumanEval/104,0.40,0.98,1.00,0.40
HumanEval/36,edit,HumanEval/104,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/148,edit,HumanEval/104,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/104,0.60,1.00,1.00,0.60
HumanEval/46,edit,HumanEval/104,0.20,0.78,1.00,0.20
HumanEval/17,edit,HumanEval/104,0.40,0.98,1.00,0.40
HumanEval/84,edit,HumanEval/104,0.40,0.98,1.00,0.40
HumanEval/155,edit,HumanEval/155,0.10,0.50,1.00,0.10
HumanEval/110,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/161,edit,HumanEval/155,0.70,1.00,1.00,0.70
HumanEval/104,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/117,edit,HumanEval/155,0.50,1.00,1.00,0.50
HumanEval/118,edit,HumanEval/155,0.90,1.00,1.00,0.90
HumanEval/157,edit,HumanEval/155,0.40,0.98,1.00,0.40
HumanEval/36,edit,HumanEval/155,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/155,0.40,0.98,1.00,0.40
HumanEval/46,edit,HumanEval/155,0.10,0.50,1.00,0.10
HumanEval/17,edit,HumanEval/155,0.50,1.00,1.00,0.50
HumanEval/84,edit,HumanEval/155,0.60,1.00,1.00,0.60
HumanEval/135,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/110,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/161,edit,HumanEval/135,0.60,1.00,1.00,0.60
HumanEval/104,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/117,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/118,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/157,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/36,edit,HumanEval/135,0.20,0.78,1.00,0.20
