task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
62,edit,62,0.60,1.00,1.00,0.60
89,edit,62,0.00,0.00,0.00,0.00
166,edit,62,0.20,0.78,1.00,0.20
279,edit,62,0.00,0.00,0.00,0.00
294,edit,62,0.30,0.92,1.00,0.30
299,edit,62,0.20,0.78,1.00,0.20
396,edit,62,0.00,0.00,0.00,0.00
471,edit,62,0.30,0.92,1.00,0.30
584,edit,62,0.60,1.00,1.00,0.60
628,edit,62,0.70,1.00,1.00,0.70
753,edit,62,0.50,1.00,1.00,0.50
760,edit,62,0.60,1.00,1.00,0.60
783,edit,62,0.30,0.92,1.00,0.30
89,edit,89,0.10,0.50,1.00,0.10
62,edit,89,0.60,1.00,1.00,0.60
166,edit,89,0.20,0.78,1.00,0.20
279,edit,89,0.00,0.00,0.00,0.00
294,edit,89,0.40,0.98,1.00,0.40
299,edit,89,0.20,0.78,1.00,0.20
396,edit,89,0.10,0.50,1.00,0.10
471,edit,89,0.50,1.00,1.00,0.50
584,edit,89,0.60,1.00,1.00,0.60
628,edit,89,0.50,1.00,1.00,0.50
753,edit,89,0.80,1.00,1.00,0.80
760,edit,89,0.60,1.00,1.00,0.60
783,edit,89,0.00,0.00,0.00,0.00
166,edit,166,0.10,0.50,1.00,0.10
62,edit,166,0.70,1.00,1.00,0.70
89,edit,166,0.50,1.00,1.00,0.50
279,edit,166,0.00,0.00,0.00,0.00
294,edit,166,0.50,1.00,1.00,0.50
299,edit,166,0.80,1.00,1.00,0.80
396,edit,166,0.10,0.50,1.00,0.10
471,edit,166,0.40,0.98,1.00,0.40
584,edit,166,0.50,1.00,1.00,0.50
628,edit,166,0.80,1.00,1.00,0.80
753,edit,166,1.00,1.00,1.00,1.00
760,edit,166,0.60,1.00,1.00,0.60
783,edit,166,0.20,0.78,1.00,0.20
279,edit,279,0.00,0.00,0.00,0.00
62,edit,279,0.20,0.78,1.00,0.20
89,edit,279,0.20,0.78,1.00,0.20
166,edit,279,0.00,0.00,0.00,0.00
294,edit,279,0.20,0.78,1.00,0.20
299,edit,279,0.30,0.92,1.00,0.30
396,edit,279,0.10,0.50,1.00,0.10
471,edit,279,0.40,0.98,1.00,0.40
584,edit,279,0.60,1.00,1.00,0.60
628,edit,279,0.50,1.00,1.00,0.50
753,edit,279,0.50,1.00,1.00,0.50
760,edit,279,0.50,1.00,1.00,0.50
783,edit,279,0.60,1.00,1.00,0.60
294,edit,294,0.10,0.50,1.00,0.10
62,edit,294,0.60,1.00,1.00,0.60
89,edit,294,0.40,0.98,1.00,0.40
166,edit,294,0.00,0.00,0.00,0.00
279,edit,294,0.00,0.00,0.00,0.00
299,edit,294,0.20,0.78,1.00,0.20
396,edit,294,0.00,0.00,0.00,0.00
471,edit,294,0.50,1.00,1.00,0.50
584,edit,294,0.70,1.00,1.00,0.70
628,edit,294,0.70,1.00,1.00,0.70
753,edit,294,0.90,1.00,1.00,0.90
760,edit,294,0.90,1.00,1.00,0.90
783,edit,294,0.00,0.00,0.00,0.00
299,edit,299,0.20,0.78,1.00,0.20
62,edit,299,0.70,1.00,1.00,0.70
89,edit,299,0.40,0.98,1.00,0.40
166,edit,299,0.40,0.98,1.00,0.40
279,edit,299,0.00,0.00,0.00,0.00
294,edit,299,0.40,0.98,1.00,0.40
396,edit,299,0.00,0.00,0.00,0.00
471,edit,299,0.40,0.98,1.00,0.40
584,edit,299,0.70,1.00,1.00,0.70
628,edit,299,0.90,1.00,1.00,0.90
753,edit,299,0.70,1.00,1.00,0.70
760,edit,299,0.80,1.00,1.00,0.80
783,edit,299,0.10,0.50,1.00,0.10
396,edit,396,0.00,0.00,0.00,0.00
62,edit,396,0.60,1.00,1.00,0.60
89,edit,396,0.10,0.50,1.00,0.10
166,edit,396,0.30,0.92,1.00,0.30
279,edit,396,0.00,0.00,0.00,0.00
294,edit,396,0.20,0.78,1.00,0.20
299,edit,396,0.50,1.00,1.00,0.50
471,edit,396,0.40,0.98,1.00,0.40
584,edit,396,0.40,0.98,1.00,0.40
628,edit,396,0.60,1.00,1.00,0.60
753,edit,396,0.60,1.00,1.00,0.60
760,edit,396,0.60,1.00,1.00,0.60
783,edit,396,0.10,0.50,1.00,0.10
471,edit,471,0.50,1.00,1.00,0.50
62,edit,471,0.40,0.98,1.00,0.40
89,edit,471,0.30,0.92,1.00,0.30
166,edit,471,0.00,0.00,0.00,0.00
279,edit,471,0.00,0.00,0.00,0.00
294,edit,471,0.10,0.50,1.00,0.10
299,edit,471,0.30,0.92,1.00,0.30
396,edit,471,0.10,0.50,1.00,0.10
584,edit,471,0.50,1.00,1.00,0.50
628,edit,471,0.70,1.00,1.00,0.70
753,edit,471,0.70,1.00,1.00,0.70
