task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
69,edit,69,0.20,0.78,1.00,0.20
71,edit,69,0.60,1.00,1.00,0.60
222,edit,69,0.80,1.00,1.00,0.80
267,edit,69,1.00,1.00,1.00,1.00
279,edit,69,0.00,0.00,0.00,0.00
301,edit,69,0.70,1.00,1.00,0.70
391,edit,69,0.60,1.00,1.00,0.60
434,edit,69,0.60,1.00,1.00,0.60
457,edit,69,0.30,0.92,1.00,0.30
471,edit,69,0.10,0.50,1.00,0.10
584,edit,69,0.30,0.92,1.00,0.30
607,edit,69,0.20,0.78,1.00,0.20
744,edit,69,0.00,0.00,0.00,0.00
783,edit,69,0.20,0.78,1.00,0.20
71,edit,71,0.70,1.00,1.00,0.70
69,edit,71,0.10,0.50,1.00,0.10
222,edit,71,0.60,1.00,1.00,0.60
267,edit,71,0.90,1.00,1.00,0.90
279,edit,71,0.00,0.00,0.00,0.00
301,edit,71,0.60,1.00,1.00,0.60
391,edit,71,0.20,0.78,1.00,0.20
434,edit,71,0.40,0.98,1.00,0.40
457,edit,71,0.60,1.00,1.00,0.60
471,edit,71,0.10,0.50,1.00,0.10
584,edit,71,0.20,0.78,1.00,0.20
607,edit,71,0.40,0.98,1.00,0.40
744,edit,71,0.30,0.92,1.00,0.30
783,edit,71,0.10,0.50,1.00,0.10
222,edit,222,0.90,1.00,1.00,0.90
69,edit,222,0.20,0.78,1.00,0.20
71,edit,222,0.50,1.00,1.00,0.50
267,edit,222,1.00,1.00,1.00,1.00
279,edit,222,0.00,0.00,0.00,0.00
301,edit,222,0.50,1.00,1.00,0.50
391,edit,222,0.30,0.92,1.00,0.30
434,edit,222,0.70,1.00,1.00,0.70
457,edit,222,0.60,1.00,1.00,0.60
471,edit,222,0.10,0.50,1.00,0.10
584,edit,222,0.40,0.98,1.00,0.40
607,edit,222,0.40,0.98,1.00,0.40
744,edit,222,0.20,0.78,1.00,0.20
783,edit,222,0.20,0.78,1.00,0.20
267,edit,267,1.00,1.00,1.00,1.00
69,edit,267,0.10,0.50,1.00,0.10
