task_id,pass_rate_diff,file1_pass_rate,file2_pass_rate
130,75.0,95.0,20.0
428,65.0,95.0,30.0
780,55.0,85.0,30.0
396,50.0,100.0,50.0
783,50.0,50.0,0.0
397,45.00000000000001,55.00000000000001,10.0
270,45.0,45.0,0.0
746,45.0,85.0,40.0
453,40.0,50.0,10.0
69,35.0,35.0,0.0
412,30.0,100.0,70.0
559,30.0,40.0,10.0
724,30.0,50.0,20.0
166,25.0,25.0,0.0
299,25.0,45.0,20.0
89,20.0,100.0,80.0
102,20.0,100.0,80.0
165,20.0,90.0,70.0
238,20.0,90.0,70.0
249,20.0,70.0,50.0
294,20.0,20.0,0.0
389,20.0,40.0,20.0
409,20.0,60.0,40.0
569,20.0,40.0,20.0
722,20.0,80.0,60.0
764,20.0,50.0,30.0
772,20.0,100.0,80.0
793,20.0,20.0,0.0
806,20.0,90.0,70.0
109,15.000000000000007,55.00000000000001,40.0
555,15.000000000000007,55.00000000000001,40.0
612,15.000000000000007,55.00000000000001,40.0
103,15.0,15.0,0.0
162,15.0,95.0,80.0
278,15.0,65.0,50.0
479,15.0,45.0,30.0
583,15.0,25.0,10.0
607,15.0,95.0,80.0
638,15.0,95.0,80.0
754,15.0,15.0,0.0
788,15.0,95.0,80.0
72,10.0,10.0,0.0
74,10.0,20.0,10.0
84,10.0,100.0,90.0
115,10.0,90.0,80.0
141,10.0,10.0,0.0
142,10.0,100.0,90.0
228,10.0,10.0,0.0
230,10.0,10.0,0.0
251,10.0,40.0,30.0
252,10.0,100.0,90.0
295,10.0,10.0,0.0
445,10.0,10.0,0.0
452,10.0,20.0,10.0
455,10.0,90.0,80.0
457,10.0,100.0,90.0
465,10.0,100.0,90.0
556,10.0,50.0,40.0
560,10.0,10.0,0.0
598,10.0,90.0,80.0
633,10.0,20.0,10.0
744,10.0,100.0,90.0
752,10.0,20.0,10.0
760,10.0,10.0,0.0
777,10.0,60.0,50.0
794,10.0,10.0,0.0
804,10.0,20.0,10.0
68,5.000000000000007,55.00000000000001,50.0
20,5.0,5.0,0.0
64,5.0,25.0,20.0
97,5.0,75.0,70.0
226,5.0,5.0,0.0
246,5.0,25.0,20.0
297,5.0,45.0,40.0
300,5.0,5.0,0.0
391,5.0,5.0,0.0
562,5.0,95.0,90.0
585,5.0,45.0,40.0
594,5.0,5.0,0.0
610,5.0,25.0,20.0
611,5.0,95.0,90.0
619,5.0,5.0,0.0
627,5.0,95.0,90.0
748,5.0,5.0,0.0
2,0.0,100.0,100.0
3,0.0,100.0,100.0
4,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,100.0,100.0
8,0.0,100.0,100.0
9,0.0,0.0,0.0
11,0.0,0.0,0.0
14,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,100.0,100.0
18,0.0,0.0,0.0
19,0.0,100.0,100.0
56,0.0,0.0,0.0
58,0.0,100.0,100.0
59,0.0,0.0,0.0
62,0.0,100.0,100.0
63,0.0,0.0,0.0
66,0.0,100.0,100.0
67,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,100.0,100.0
75,0.0,100.0,100.0
77,0.0,100.0,100.0
82,0.0,100.0,100.0
83,0.0,0.0,0.0
85,0.0,100.0,100.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,100.0,100.0
90,0.0,100.0,100.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
94,0.0,100.0,100.0
95,0.0,100.0,100.0
96,0.0,90.0,90.0
98,0.0,0.0,0.0
100,0.0,0.0,0.0
105,0.0,100.0,100.0
106,0.0,0.0,0.0
108,0.0,30.0,30.0
113,0.0,100.0,100.0
116,0.0,100.0,100.0
118,0.0,100.0,100.0
119,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
127,0.0,100.0,100.0
128,0.0,100.0,100.0
131,0.0,0.0,0.0
132,0.0,100.0,100.0
133,0.0,100.0,100.0
135,0.0,60.0,60.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,100.0,100.0
140,0.0,100.0,100.0
143,0.0,0.0,0.0
161,0.0,100.0,100.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
168,0.0,100.0,100.0
170,0.0,100.0,100.0
172,0.0,100.0,100.0
222,0.0,100.0,100.0
224,0.0,100.0,100.0
227,0.0,100.0,100.0
229,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,100.0,100.0
235,0.0,0.0,0.0
237,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,80.0,80.0
242,0.0,100.0,100.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
250,0.0,100.0,100.0
253,0.0,100.0,100.0
