task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/156,edit,HumanEval/156,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/156,0.00,0.00,0.00,0.00
HumanEval/147,edit,HumanEval/156,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/156,0.20,0.78,1.00,0.20
HumanEval/153,edit,HumanEval/156,0.80,1.00,1.00,0.80
HumanEval/155,edit,HumanEval/156,0.10,0.50,1.00,0.10
HumanEval/19,edit,HumanEval/19,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/19,0.50,1.00,1.00,0.50
HumanEval/147,edit,HumanEval/19,0.40,0.98,1.00,0.40
HumanEval/104,edit,HumanEval/19,0.20,0.78,1.00,0.20
HumanEval/153,edit,HumanEval/19,0.90,1.00,1.00,0.90
HumanEval/155,edit,HumanEval/19,0.30,0.92,1.00,0.30
HumanEval/147,edit,HumanEval/147,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/147,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/147,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/147,0.10,0.50,1.00,0.10
HumanEval/153,edit,HumanEval/147,0.80,1.00,1.00,0.80
HumanEval/155,edit,HumanEval/147,0.10,0.50,1.00,0.10
HumanEval/104,edit,HumanEval/104,0.30,0.92,1.00,0.30
HumanEval/156,edit,HumanEval/104,0.50,1.00,1.00,0.50
HumanEval/19,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/147,edit,HumanEval/104,0.30,0.92,1.00,0.30
HumanEval/153,edit,HumanEval/104,0.80,1.00,1.00,0.80
HumanEval/155,edit,HumanEval/104,0.00,0.00,0.00,0.00
HumanEval/153,edit,HumanEval/153,0.70,1.00,1.00,0.70
HumanEval/156,edit,HumanEval/153,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/153,0.00,0.00,0.00,0.00
HumanEval/147,edit,HumanEval/153,0.10,0.50,1.00,0.10
HumanEval/104,edit,HumanEval/153,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/153,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/155,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/155,0.30,0.92,1.00,0.30
HumanEval/19,edit,HumanEval/155,0.00,0.00,0.00,0.00
HumanEval/147,edit,HumanEval/155,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/155,0.40,0.98,1.00,0.40
HumanEval/153,edit,HumanEval/155,1.00,1.00,1.00,1.00
