task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
62,edit,62,0.70,1.00,1.00,0.70
69,edit,62,0.60,1.00,1.00,0.60
84,edit,62,0.90,1.00,1.00,0.90
228,edit,62,0.50,1.00,1.00,0.50
265,edit,62,0.80,1.00,1.00,0.80
301,edit,62,0.40,0.98,1.00,0.40
396,edit,62,0.10,0.50,1.00,0.10
439,edit,62,0.30,0.92,1.00,0.30
558,edit,62,0.90,1.00,1.00,0.90
593,edit,62,0.80,1.00,1.00,0.80
595,edit,62,0.80,1.00,1.00,0.80
610,edit,62,0.40,0.98,1.00,0.40
725,edit,62,1.00,1.00,1.00,1.00
69,edit,69,0.50,1.00,1.00,0.50
62,edit,69,0.60,1.00,1.00,0.60
84,edit,69,0.70,1.00,1.00,0.70
228,edit,69,0.60,1.00,1.00,0.60
265,edit,69,0.80,1.00,1.00,0.80
301,edit,69,0.60,1.00,1.00,0.60
396,edit,69,0.10,0.50,1.00,0.10
439,edit,69,0.30,0.92,1.00,0.30
558,edit,69,0.70,1.00,1.00,0.70
593,edit,69,1.00,1.00,1.00,1.00
595,edit,69,0.80,1.00,1.00,0.80
610,edit,69,0.60,1.00,1.00,0.60
725,edit,69,0.90,1.00,1.00,0.90
84,edit,84,0.90,1.00,1.00,0.90
62,edit,84,0.80,1.00,1.00,0.80
69,edit,84,0.40,0.98,1.00,0.40
228,edit,84,0.70,1.00,1.00,0.70
265,edit,84,0.70,1.00,1.00,0.70
301,edit,84,0.70,1.00,1.00,0.70
396,edit,84,0.00,0.00,0.00,0.00
439,edit,84,0.60,1.00,1.00,0.60
558,edit,84,0.60,1.00,1.00,0.60
593,edit,84,0.80,1.00,1.00,0.80
595,edit,84,1.00,1.00,1.00,1.00
610,edit,84,0.10,0.50,1.00,0.10
725,edit,84,0.90,1.00,1.00,0.90
228,edit,228,0.70,1.00,1.00,0.70
62,edit,228,0.50,1.00,1.00,0.50
69,edit,228,0.70,1.00,1.00,0.70
84,edit,228,1.00,1.00,1.00,1.00
265,edit,228,0.70,1.00,1.00,0.70
301,edit,228,1.00,1.00,1.00,1.00
396,edit,228,0.00,0.00,0.00,0.00
439,edit,228,0.30,0.92,1.00,0.30
558,edit,228,0.40,0.98,1.00,0.40
593,edit,228,0.80,1.00,1.00,0.80
595,edit,228,0.70,1.00,1.00,0.70
610,edit,228,0.30,0.92,1.00,0.30
725,edit,228,0.80,1.00,1.00,0.80
265,edit,265,0.80,1.00,1.00,0.80
62,edit,265,0.70,1.00,1.00,0.70
69,edit,265,0.80,1.00,1.00,0.80
84,edit,265,0.90,1.00,1.00,0.90
228,edit,265,0.50,1.00,1.00,0.50
301,edit,265,0.80,1.00,1.00,0.80
396,edit,265,0.00,0.00,0.00,0.00
439,edit,265,0.00,0.00,0.00,0.00
558,edit,265,0.60,1.00,1.00,0.60
593,edit,265,0.90,1.00,1.00,0.90
595,edit,265,0.70,1.00,1.00,0.70
610,edit,265,0.30,0.92,1.00,0.30
725,edit,265,0.80,1.00,1.00,0.80
301,edit,301,0.80,1.00,1.00,0.80
62,edit,301,0.50,1.00,1.00,0.50
69,edit,301,0.40,0.98,1.00,0.40
84,edit,301,1.00,1.00,1.00,1.00
228,edit,301,0.40,0.98,1.00,0.40
265,edit,301,0.40,0.98,1.00,0.40
396,edit,301,0.00,0.00,0.00,0.00
439,edit,301,0.50,1.00,1.00,0.50
558,edit,301,0.60,1.00,1.00,0.60
593,edit,301,0.80,1.00,1.00,0.80
595,edit,301,0.90,1.00,1.00,0.90
610,edit,301,0.20,0.78,1.00,0.20
725,edit,301,0.80,1.00,1.00,0.80
396,edit,396,0.30,0.92,1.00,0.30
62,edit,396,0.50,1.00,1.00,0.50
69,edit,396,0.70,1.00,1.00,0.70
84,edit,396,0.80,1.00,1.00,0.80
228,edit,396,0.40,0.98,1.00,0.40
265,edit,396,0.70,1.00,1.00,0.70
301,edit,396,0.80,1.00,1.00,0.80
439,edit,396,0.20,0.78,1.00,0.20
558,edit,396,0.70,1.00,1.00,0.70
593,edit,396,0.90,1.00,1.00,0.90
595,edit,396,0.90,1.00,1.00,0.90
610,edit,396,0.30,0.92,1.00,0.30
725,edit,396,0.70,1.00,1.00,0.70
439,edit,439,0.40,0.98,1.00,0.40
62,edit,439,0.70,1.00,1.00,0.70
69,edit,439,0.60,1.00,1.00,0.60
84,edit,439,0.80,1.00,1.00,0.80
228,edit,439,0.30,0.92,1.00,0.30
265,edit,439,0.60,1.00,1.00,0.60
301,edit,439,0.60,1.00,1.00,0.60
396,edit,439,0.30,0.92,1.00,0.30
558,edit,439,0.90,1.00,1.00,0.90
593,edit,439,0.90,1.00,1.00,0.90
595,edit,439,0.90,1.00,1.00,0.90
610,edit,439,0.20,0.78,1.00,0.20
725,edit,439,1.00,1.00,1.00,1.00
558,edit,558,0.70,1.00,1.00,0.70
62,edit,558,1.00,1.00,1.00,1.00
69,edit,558,0.70,1.00,1.00,0.70
84,edit,558,0.90,1.00,1.00,0.90
228,edit,558,0.50,1.00,1.00,0.50
265,edit,558,0.90,1.00,1.00,0.90
301,edit,558,0.60,1.00,1.00,0.60
396,edit,558,0.00,0.00,0.00,0.00
439,edit,558,0.30,0.92,1.00,0.30
593,edit,558,1.00,1.00,1.00,1.00
595,edit,558,0.80,1.00,1.00,0.80
610,edit,558,0.40,0.98,1.00,0.40
725,edit,558,0.80,1.00,1.00,0.80
593,edit,593,0.60,1.00,1.00,0.60
62,edit,593,0.60,1.00,1.00,0.60
69,edit,593,0.60,1.00,1.00,0.60
84,edit,593,0.90,1.00,1.00,0.90
228,edit,593,0.60,1.00,1.00,0.60
265,edit,593,0.60,1.00,1.00,0.60
301,edit,593,0.60,1.00,1.00,0.60
396,edit,593,0.00,0.00,0.00,0.00
439,edit,593,0.30,0.92,1.00,0.30
558,edit,593,0.50,1.00,1.00,0.50
595,edit,593,0.80,1.00,1.00,0.80
610,edit,593,0.30,0.92,1.00,0.30
725,edit,593,0.70,1.00,1.00,0.70
595,edit,595,0.90,1.00,1.00,0.90
62,edit,595,0.60,1.00,1.00,0.60
69,edit,595,0.60,1.00,1.00,0.60
84,edit,595,1.00,1.00,1.00,1.00
228,edit,595,0.80,1.00,1.00,0.80
265,edit,595,0.70,1.00,1.00,0.70
301,edit,595,0.70,1.00,1.00,0.70
396,edit,595,0.10,0.50,1.00,0.10
439,edit,595,0.40,0.98,1.00,0.40
558,edit,595,0.50,1.00,1.00,0.50
593,edit,595,0.80,1.00,1.00,0.80
610,edit,595,0.30,0.92,1.00,0.30
725,edit,595,0.80,1.00,1.00,0.80
610,edit,610,0.10,0.50,1.00,0.10
62,edit,610,0.80,1.00,1.00,0.80
69,edit,610,0.50,1.00,1.00,0.50
84,edit,610,0.60,1.00,1.00,0.60
228,edit,610,0.60,1.00,1.00,0.60
265,edit,610,0.90,1.00,1.00,0.90
301,edit,610,0.70,1.00,1.00,0.70
396,edit,610,0.10,0.50,1.00,0.10
439,edit,610,0.30,0.92,1.00,0.30
558,edit,610,0.50,1.00,1.00,0.50
593,edit,610,0.70,1.00,1.00,0.70
595,edit,610,0.80,1.00,1.00,0.80
725,edit,610,0.90,1.00,1.00,0.90
725,edit,725,1.00,1.00,1.00,1.00
62,edit,725,0.70,1.00,1.00,0.70
69,edit,725,0.70,1.00,1.00,0.70
84,edit,725,0.90,1.00,1.00,0.90
228,edit,725,0.40,0.98,1.00,0.40
265,edit,725,0.70,1.00,1.00,0.70
301,edit,725,0.60,1.00,1.00,0.60
396,edit,725,0.10,0.50,1.00,0.10
439,edit,725,0.50,1.00,1.00,0.50
558,edit,725,0.70,1.00,1.00,0.70
593,edit,725,1.00,1.00,1.00,1.00
595,edit,725,0.60,1.00,1.00,0.60
610,edit,725,0.40,0.98,1.00,0.40
62,edit,62,0.70,1.00,1.00,0.70
69,edit,62,0.60,1.00,1.00,0.60
84,edit,62,0.90,1.00,1.00,0.90
228,edit,62,0.50,1.00,1.00,0.50
265,edit,62,0.80,1.00,1.00,0.80
301,edit,62,0.40,0.98,1.00,0.40
396,edit,62,0.10,0.50,1.00,0.10
439,edit,62,0.30,0.92,1.00,0.30
558,edit,62,0.90,1.00,1.00,0.90
593,edit,62,0.80,1.00,1.00,0.80
595,edit,62,0.80,1.00,1.00,0.80
610,edit,62,0.40,0.98,1.00,0.40
725,edit,62,1.00,1.00,1.00,1.00
69,edit,69,0.50,1.00,1.00,0.50
62,edit,69,0.60,1.00,1.00,0.60
84,edit,69,0.70,1.00,1.00,0.70
228,edit,69,0.60,1.00,1.00,0.60
265,edit,69,0.80,1.00,1.00,0.80
301,edit,69,0.60,1.00,1.00,0.60
396,edit,69,0.10,0.50,1.00,0.10
439,edit,69,0.30,0.92,1.00,0.30
558,edit,69,0.70,1.00,1.00,0.70
593,edit,69,1.00,1.00,1.00,1.00
595,edit,69,0.80,1.00,1.00,0.80
610,edit,69,0.60,1.00,1.00,0.60
725,edit,69,0.90,1.00,1.00,0.90
84,edit,84,0.90,1.00,1.00,0.90
62,edit,84,0.80,1.00,1.00,0.80
69,edit,84,0.40,0.98,1.00,0.40
228,edit,84,0.70,1.00,1.00,0.70
265,edit,84,0.70,1.00,1.00,0.70
301,edit,84,0.70,1.00,1.00,0.70
396,edit,84,0.00,0.00,0.00,0.00
439,edit,84,0.60,1.00,1.00,0.60
558,edit,84,0.60,1.00,1.00,0.60
593,edit,84,0.80,1.00,1.00,0.80
595,edit,84,1.00,1.00,1.00,1.00
610,edit,84,0.10,0.50,1.00,0.10
725,edit,84,0.90,1.00,1.00,0.90
228,edit,228,0.70,1.00,1.00,0.70
62,edit,228,0.50,1.00,1.00,0.50
69,edit,228,0.70,1.00,1.00,0.70
84,edit,228,1.00,1.00,1.00,1.00
265,edit,228,0.70,1.00,1.00,0.70
301,edit,228,1.00,1.00,1.00,1.00
396,edit,228,0.00,0.00,0.00,0.00
439,edit,228,0.30,0.92,1.00,0.30
558,edit,228,0.40,0.98,1.00,0.40
593,edit,228,0.80,1.00,1.00,0.80
595,edit,228,0.70,1.00,1.00,0.70
610,edit,228,0.30,0.92,1.00,0.30
725,edit,228,0.80,1.00,1.00,0.80
265,edit,265,0.80,1.00,1.00,0.80
62,edit,265,0.70,1.00,1.00,0.70
69,edit,265,0.80,1.00,1.00,0.80
84,edit,265,0.90,1.00,1.00,0.90
228,edit,265,0.50,1.00,1.00,0.50
301,edit,265,0.80,1.00,1.00,0.80
396,edit,265,0.00,0.00,0.00,0.00
439,edit,265,0.00,0.00,0.00,0.00
558,edit,265,0.60,1.00,1.00,0.60
593,edit,265,0.90,1.00,1.00,0.90
595,edit,265,0.70,1.00,1.00,0.70
610,edit,265,0.30,0.92,1.00,0.30
725,edit,265,0.80,1.00,1.00,0.80
301,edit,301,0.80,1.00,1.00,0.80
62,edit,301,0.50,1.00,1.00,0.50
69,edit,301,0.40,0.98,1.00,0.40
84,edit,301,1.00,1.00,1.00,1.00
228,edit,301,0.40,0.98,1.00,0.40
265,edit,301,0.40,0.98,1.00,0.40
396,edit,301,0.00,0.00,0.00,0.00
439,edit,301,0.50,1.00,1.00,0.50
558,edit,301,0.60,1.00,1.00,0.60
593,edit,301,0.80,1.00,1.00,0.80
595,edit,301,0.90,1.00,1.00,0.90
610,edit,301,0.20,0.78,1.00,0.20
725,edit,301,0.80,1.00,1.00,0.80
396,edit,396,0.30,0.92,1.00,0.30
62,edit,396,0.50,1.00,1.00,0.50
69,edit,396,0.70,1.00,1.00,0.70
84,edit,396,0.80,1.00,1.00,0.80
228,edit,396,0.40,0.98,1.00,0.40
265,edit,396,0.70,1.00,1.00,0.70
301,edit,396,0.80,1.00,1.00,0.80
439,edit,396,0.20,0.78,1.00,0.20
558,edit,396,0.70,1.00,1.00,0.70
593,edit,396,0.90,1.00,1.00,0.90
595,edit,396,0.90,1.00,1.00,0.90
610,edit,396,0.30,0.92,1.00,0.30
725,edit,396,0.70,1.00,1.00,0.70
439,edit,439,0.40,0.98,1.00,0.40
62,edit,439,0.70,1.00,1.00,0.70
69,edit,439,0.60,1.00,1.00,0.60
84,edit,439,0.80,1.00,1.00,0.80
228,edit,439,0.30,0.92,1.00,0.30
265,edit,439,0.60,1.00,1.00,0.60
301,edit,439,0.60,1.00,1.00,0.60
396,edit,439,0.30,0.92,1.00,0.30
558,edit,439,0.90,1.00,1.00,0.90
593,edit,439,0.90,1.00,1.00,0.90
595,edit,439,0.90,1.00,1.00,0.90
610,edit,439,0.20,0.78,1.00,0.20
725,edit,439,1.00,1.00,1.00,1.00
558,edit,558,0.70,1.00,1.00,0.70
62,edit,558,1.00,1.00,1.00,1.00
69,edit,558,0.70,1.00,1.00,0.70
84,edit,558,0.90,1.00,1.00,0.90
228,edit,558,0.50,1.00,1.00,0.50
265,edit,558,0.90,1.00,1.00,0.90
301,edit,558,0.60,1.00,1.00,0.60
396,edit,558,0.00,0.00,0.00,0.00
439,edit,558,0.30,0.92,1.00,0.30
593,edit,558,1.00,1.00,1.00,1.00
595,edit,558,0.80,1.00,1.00,0.80
610,edit,558,0.40,0.98,1.00,0.40
725,edit,558,0.80,1.00,1.00,0.80
593,edit,593,0.60,1.00,1.00,0.60
62,edit,593,0.60,1.00,1.00,0.60
69,edit,593,0.60,1.00,1.00,0.60
84,edit,593,0.90,1.00,1.00,0.90
228,edit,593,0.60,1.00,1.00,0.60
265,edit,593,0.60,1.00,1.00,0.60
301,edit,593,0.60,1.00,1.00,0.60
396,edit,593,0.00,0.00,0.00,0.00
439,edit,593,0.30,0.92,1.00,0.30
558,edit,593,0.50,1.00,1.00,0.50
595,edit,593,0.80,1.00,1.00,0.80
610,edit,593,0.30,0.92,1.00,0.30
725,edit,593,0.70,1.00,1.00,0.70
595,edit,595,0.90,1.00,1.00,0.90
62,edit,595,0.60,1.00,1.00,0.60
69,edit,595,0.60,1.00,1.00,0.60
84,edit,595,1.00,1.00,1.00,1.00
228,edit,595,0.80,1.00,1.00,0.80
265,edit,595,0.70,1.00,1.00,0.70
301,edit,595,0.70,1.00,1.00,0.70
396,edit,595,0.10,0.50,1.00,0.10
439,edit,595,0.40,0.98,1.00,0.40
558,edit,595,0.50,1.00,1.00,0.50
593,edit,595,0.80,1.00,1.00,0.80
610,edit,595,0.30,0.92,1.00,0.30
725,edit,595,0.80,1.00,1.00,0.80
610,edit,610,0.10,0.50,1.00,0.10
62,edit,610,0.80,1.00,1.00,0.80
69,edit,610,0.50,1.00,1.00,0.50
84,edit,610,0.60,1.00,1.00,0.60
228,edit,610,0.60,1.00,1.00,0.60
265,edit,610,0.90,1.00,1.00,0.90
301,edit,610,0.70,1.00,1.00,0.70
396,edit,610,0.10,0.50,1.00,0.10
439,edit,610,0.30,0.92,1.00,0.30
558,edit,610,0.50,1.00,1.00,0.50
593,edit,610,0.70,1.00,1.00,0.70
595,edit,610,0.80,1.00,1.00,0.80
725,edit,610,0.90,1.00,1.00,0.90
725,edit,725,1.00,1.00,1.00,1.00
62,edit,725,0.70,1.00,1.00,0.70
69,edit,725,0.70,1.00,1.00,0.70
84,edit,725,0.90,1.00,1.00,0.90
228,edit,725,0.40,0.98,1.00,0.40
265,edit,725,0.70,1.00,1.00,0.70
301,edit,725,0.60,1.00,1.00,0.60
396,edit,725,0.10,0.50,1.00,0.10
439,edit,725,0.50,1.00,1.00,0.50
