task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/142,edit,HumanEval/142,0.40,0.98,1.00,0.40
HumanEval/136,edit,HumanEval/142,0.30,0.92,1.00,0.30
HumanEval/98,edit,HumanEval/142,0.00,0.00,0.00,0.00
HumanEval/74,edit,HumanEval/142,0.20,0.78,1.00,0.20
HumanEval/136,edit,HumanEval/136,0.00,0.00,0.00,0.00
HumanEval/142,edit,HumanEval/136,0.30,0.92,1.00,0.30
HumanEval/98,edit,HumanEval/136,0.10,0.50,1.00,0.10
HumanEval/74,edit,HumanEval/136,0.40,0.98,1.00,0.40
HumanEval/98,edit,HumanEval/98,0.90,1.00,1.00,0.90
HumanEval/142,edit,HumanEval/98,0.30,0.92,1.00,0.30
HumanEval/136,edit,HumanEval/98,0.30,0.92,1.00,0.30
HumanEval/74,edit,HumanEval/98,0.40,0.98,1.00,0.40
HumanEval/74,edit,HumanEval/74,0.60,1.00,1.00,0.60
HumanEval/142,edit,HumanEval/74,0.40,0.98,1.00,0.40
HumanEval/136,edit,HumanEval/74,0.40,0.98,1.00,0.40
HumanEval/98,edit,HumanEval/74,0.00,0.00,0.00,0.00
