task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/6,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/6,edit,HumanEval/6,0.30,0.92,1.00,0.30
HumanEval/30,edit,HumanEval/6,0.70,1.00,1.00,0.70
HumanEval/113,edit,HumanEval/6,0.40,0.98,1.00,0.40
HumanEval/84,edit,HumanEval/6,0.30,0.92,1.00,0.30
HumanEval/147,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/36,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/138,edit,HumanEval/6,0.90,1.00,1.00,0.90
HumanEval/128,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/40,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/6,0.60,1.00,1.00,0.60
HumanEval/92,edit,HumanEval/6,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/6,0.30,0.92,1.00,0.30
HumanEval/144,edit,HumanEval/6,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/6,0.20,0.78,1.00,0.20
HumanEval/30,edit,HumanEval/30,1.00,1.00,1.00,1.00
HumanEval/6,edit,HumanEval/30,0.10,0.50,1.00,0.10
HumanEval/113,edit,HumanEval/30,0.40,0.98,1.00,0.40
HumanEval/84,edit,HumanEval/30,0.80,1.00,1.00,0.80
HumanEval/147,edit,HumanEval/30,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/30,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/30,0.00,0.00,0.00,0.00
HumanEval/138,edit,HumanEval/30,1.00,1.00,1.00,1.00
HumanEval/128,edit,HumanEval/30,0.00,0.00,0.00,0.00
HumanEval/40,edit,HumanEval/30,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/30,0.60,1.00,1.00,0.60
HumanEval/92,edit,HumanEval/30,0.20,0.78,1.00,0.20
