task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
84,edit,84,0.00,0.00,0.00,0.00
278,edit,84,0.20,0.78,1.00,0.20
406,edit,84,0.00,0.00,0.00,0.00
412,edit,84,1.00,1.00,1.00,1.00
424,edit,84,0.70,1.00,1.00,0.70
439,edit,84,0.40,0.98,1.00,0.40
460,edit,84,1.00,1.00,1.00,1.00
598,edit,84,0.90,1.00,1.00,0.90
722,edit,84,0.70,1.00,1.00,0.70
741,edit,84,0.10,0.50,1.00,0.10
750,edit,84,0.50,1.00,1.00,0.50
786,edit,84,0.30,0.92,1.00,0.30
801,edit,84,0.80,1.00,1.00,0.80
278,edit,278,0.40,0.98,1.00,0.40
84,edit,278,0.00,0.00,0.00,0.00
406,edit,278,0.00,0.00,0.00,0.00
412,edit,278,0.60,1.00,1.00,0.60
424,edit,278,0.40,0.98,1.00,0.40
439,edit,278,0.30,0.92,1.00,0.30
460,edit,278,0.60,1.00,1.00,0.60
598,edit,278,0.40,0.98,1.00,0.40
722,edit,278,0.70,1.00,1.00,0.70
741,edit,278,0.60,1.00,1.00,0.60
750,edit,278,0.30,0.92,1.00,0.30
786,edit,278,0.50,1.00,1.00,0.50
801,edit,278,0.50,1.00,1.00,0.50
406,edit,406,0.00,0.00,0.00,0.00
84,edit,406,0.00,0.00,0.00,0.00
278,edit,406,0.30,0.92,1.00,0.30
412,edit,406,0.70,1.00,1.00,0.70
424,edit,406,0.50,1.00,1.00,0.50
439,edit,406,0.20,0.78,1.00,0.20
460,edit,406,0.90,1.00,1.00,0.90
598,edit,406,0.70,1.00,1.00,0.70
722,edit,406,0.60,1.00,1.00,0.60
741,edit,406,0.30,0.92,1.00,0.30
750,edit,406,0.20,0.78,1.00,0.20
786,edit,406,0.40,0.98,1.00,0.40
801,edit,406,0.30,0.92,1.00,0.30
412,edit,412,0.40,0.98,1.00,0.40
84,edit,412,0.00,0.00,0.00,0.00
278,edit,412,0.10,0.50,1.00,0.10
406,edit,412,0.00,0.00,0.00,0.00
424,edit,412,0.50,1.00,1.00,0.50
439,edit,412,0.60,1.00,1.00,0.60
460,edit,412,0.90,1.00,1.00,0.90
598,edit,412,0.40,0.98,1.00,0.40
722,edit,412,0.80,1.00,1.00,0.80
741,edit,412,0.30,0.92,1.00,0.30
750,edit,412,0.20,0.78,1.00,0.20
786,edit,412,0.50,1.00,1.00,0.50
801,edit,412,0.70,1.00,1.00,0.70
424,edit,424,0.40,0.98,1.00,0.40
84,edit,424,0.00,0.00,0.00,0.00
278,edit,424,0.10,0.50,1.00,0.10
