task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
99,edit,99,0.40,0.98,1.00,0.40
104,edit,99,0.10,0.50,1.00,0.10
165,edit,99,0.80,1.00,1.00,0.80
278,edit,99,0.00,0.00,0.00,0.00
283,edit,99,0.70,1.00,1.00,0.70
446,edit,99,0.50,1.00,1.00,0.50
567,edit,99,0.90,1.00,1.00,0.90
573,edit,99,0.20,0.78,1.00,0.20
593,edit,99,0.20,0.78,1.00,0.20
598,edit,99,0.80,1.00,1.00,0.80
764,edit,99,0.10,0.50,1.00,0.10
783,edit,99,0.50,1.00,1.00,0.50
104,edit,104,0.00,0.00,0.00,0.00
99,edit,104,0.30,0.92,1.00,0.30
165,edit,104,0.60,1.00,1.00,0.60
278,edit,104,0.00,0.00,0.00,0.00
283,edit,104,0.50,1.00,1.00,0.50
446,edit,104,0.50,1.00,1.00,0.50
567,edit,104,0.70,1.00,1.00,0.70
573,edit,104,0.40,0.98,1.00,0.40
593,edit,104,0.50,1.00,1.00,0.50
598,edit,104,0.80,1.00,1.00,0.80
764,edit,104,0.10,0.50,1.00,0.10
783,edit,104,0.30,0.92,1.00,0.30
165,edit,165,0.80,1.00,1.00,0.80
99,edit,165,0.50,1.00,1.00,0.50
104,edit,165,0.00,0.00,0.00,0.00
278,edit,165,0.00,0.00,0.00,0.00
283,edit,165,0.60,1.00,1.00,0.60
446,edit,165,0.50,1.00,1.00,0.50
567,edit,165,0.60,1.00,1.00,0.60
573,edit,165,0.40,0.98,1.00,0.40
593,edit,165,0.40,0.98,1.00,0.40
598,edit,165,0.60,1.00,1.00,0.60
764,edit,165,0.20,0.78,1.00,0.20
783,edit,165,0.30,0.92,1.00,0.30
278,edit,278,0.00,0.00,0.00,0.00
99,edit,278,0.70,1.00,1.00,0.70
104,edit,278,0.00,0.00,0.00,0.00
165,edit,278,0.50,1.00,1.00,0.50
283,edit,278,0.40,0.98,1.00,0.40
446,edit,278,0.90,1.00,1.00,0.90
567,edit,278,0.60,1.00,1.00,0.60
573,edit,278,0.20,0.78,1.00,0.20
593,edit,278,0.20,0.78,1.00,0.20
598,edit,278,0.60,1.00,1.00,0.60
764,edit,278,0.20,0.78,1.00,0.20
783,edit,278,0.70,1.00,1.00,0.70
283,edit,283,0.80,1.00,1.00,0.80
99,edit,283,0.30,0.92,1.00,0.30
104,edit,283,0.10,0.50,1.00,0.10
165,edit,283,0.50,1.00,1.00,0.50
278,edit,283,0.00,0.00,0.00,0.00
446,edit,283,0.60,1.00,1.00,0.60
567,edit,283,0.80,1.00,1.00,0.80
573,edit,283,0.50,1.00,1.00,0.50
593,edit,283,0.40,0.98,1.00,0.40
598,edit,283,0.80,1.00,1.00,0.80
764,edit,283,0.00,0.00,0.00,0.00
783,edit,283,0.50,1.00,1.00,0.50
446,edit,446,0.50,1.00,1.00,0.50
99,edit,446,0.40,0.98,1.00,0.40
104,edit,446,0.00,0.00,0.00,0.00
165,edit,446,0.40,0.98,1.00,0.40
278,edit,446,0.00,0.00,0.00,0.00
283,edit,446,0.20,0.78,1.00,0.20
567,edit,446,0.90,1.00,1.00,0.90
573,edit,446,0.40,0.98,1.00,0.40
593,edit,446,0.20,0.78,1.00,0.20
598,edit,446,0.60,1.00,1.00,0.60
764,edit,446,0.10,0.50,1.00,0.10
783,edit,446,0.40,0.98,1.00,0.40
567,edit,567,0.80,1.00,1.00,0.80
99,edit,567,0.30,0.92,1.00,0.30
104,edit,567,0.00,0.00,0.00,0.00
165,edit,567,0.60,1.00,1.00,0.60
278,edit,567,0.00,0.00,0.00,0.00
283,edit,567,0.90,1.00,1.00,0.90
446,edit,567,0.90,1.00,1.00,0.90
573,edit,567,0.50,1.00,1.00,0.50
593,edit,567,0.30,0.92,1.00,0.30
598,edit,567,0.60,1.00,1.00,0.60
764,edit,567,0.00,0.00,0.00,0.00
783,edit,567,0.40,0.98,1.00,0.40
573,edit,573,0.50,1.00,1.00,0.50
99,edit,573,0.50,1.00,1.00,0.50
104,edit,573,0.00,0.00,0.00,0.00
165,edit,573,0.80,1.00,1.00,0.80
278,edit,573,0.00,0.00,0.00,0.00
283,edit,573,0.90,1.00,1.00,0.90
446,edit,573,0.60,1.00,1.00,0.60
567,edit,573,0.60,1.00,1.00,0.60
593,edit,573,0.20,0.78,1.00,0.20
598,edit,573,0.60,1.00,1.00,0.60
764,edit,573,0.10,0.50,1.00,0.10
783,edit,573,0.40,0.98,1.00,0.40
593,edit,593,0.40,0.98,1.00,0.40
99,edit,593,0.10,0.50,1.00,0.10
104,edit,593,0.00,0.00,0.00,0.00
165,edit,593,0.50,1.00,1.00,0.50
278,edit,593,0.00,0.00,0.00,0.00
283,edit,593,0.70,1.00,1.00,0.70
446,edit,593,0.80,1.00,1.00,0.80
567,edit,593,0.90,1.00,1.00,0.90
573,edit,593,0.30,0.92,1.00,0.30
598,edit,593,0.70,1.00,1.00,0.70
764,edit,593,0.10,0.50,1.00,0.10
783,edit,593,0.10,0.50,1.00,0.10
598,edit,598,0.70,1.00,1.00,0.70
99,edit,598,0.50,1.00,1.00,0.50
104,edit,598,0.00,0.00,0.00,0.00
165,edit,598,0.70,1.00,1.00,0.70
278,edit,598,0.00,0.00,0.00,0.00
283,edit,598,0.60,1.00,1.00,0.60
446,edit,598,0.90,1.00,1.00,0.90
567,edit,598,0.50,1.00,1.00,0.50
573,edit,598,0.40,0.98,1.00,0.40
593,edit,598,0.30,0.92,1.00,0.30
764,edit,598,0.00,0.00,0.00,0.00
783,edit,598,0.70,1.00,1.00,0.70
764,edit,764,0.10,0.50,1.00,0.10
99,edit,764,0.10,0.50,1.00,0.10
104,edit,764,0.00,0.00,0.00,0.00
165,edit,764,0.50,1.00,1.00,0.50
278,edit,764,0.00,0.00,0.00,0.00
283,edit,764,0.40,0.98,1.00,0.40
446,edit,764,0.70,1.00,1.00,0.70
567,edit,764,0.80,1.00,1.00,0.80
573,edit,764,0.30,0.92,1.00,0.30
593,edit,764,0.30,0.92,1.00,0.30
598,edit,764,0.50,1.00,1.00,0.50
783,edit,764,0.30,0.92,1.00,0.30
783,edit,783,0.60,1.00,1.00,0.60
99,edit,783,0.20,0.78,1.00,0.20
104,edit,783,0.00,0.00,0.00,0.00
165,edit,783,0.80,1.00,1.00,0.80
278,edit,783,0.00,0.00,0.00,0.00
283,edit,783,0.70,1.00,1.00,0.70
446,edit,783,0.50,1.00,1.00,0.50
567,edit,783,0.90,1.00,1.00,0.90
573,edit,783,0.20,0.78,1.00,0.20
593,edit,783,0.20,0.78,1.00,0.20
598,edit,783,0.70,1.00,1.00,0.70
764,edit,783,0.10,0.50,1.00,0.10
