task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/110,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/36,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/85,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/138,edit,HumanEval/110,0.80,1.00,1.00,0.80
HumanEval/46,edit,HumanEval/110,0.20,0.78,1.00,0.20
HumanEval/124,edit,HumanEval/110,0.70,1.00,1.00,0.70
HumanEval/156,edit,HumanEval/110,0.60,1.00,1.00,0.60
HumanEval/122,edit,HumanEval/110,0.60,1.00,1.00,0.60
HumanEval/117,edit,HumanEval/110,0.90,1.00,1.00,0.90
HumanEval/135,edit,HumanEval/110,0.00,0.00,0.00,0.00
HumanEval/112,edit,HumanEval/110,0.70,1.00,1.00,0.70
HumanEval/114,edit,HumanEval/110,0.80,1.00,1.00,0.80
HumanEval/157,edit,HumanEval/110,0.90,1.00,1.00,0.90
HumanEval/104,edit,HumanEval/110,0.40,0.98,1.00,0.40
HumanEval/155,edit,HumanEval/110,0.20,0.78,1.00,0.20
HumanEval/2,edit,HumanEval/110,0.60,1.00,1.00,0.60
HumanEval/144,edit,HumanEval/110,0.10,0.50,1.00,0.10
HumanEval/36,edit,HumanEval/36,0.00,0.00,0.00,0.00
HumanEval/110,edit,HumanEval/36,0.00,0.00,0.00,0.00
HumanEval/85,edit,HumanEval/36,0.90,1.00,1.00,0.90
HumanEval/138,edit,HumanEval/36,0.60,1.00,1.00,0.60
HumanEval/46,edit,HumanEval/36,0.30,0.92,1.00,0.30
HumanEval/124,edit,HumanEval/36,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/36,0.70,1.00,1.00,0.70
HumanEval/122,edit,HumanEval/36,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/36,0.60,1.00,1.00,0.60
HumanEval/135,edit,HumanEval/36,0.10,0.50,1.00,0.10
HumanEval/112,edit,HumanEval/36,0.90,1.00,1.00,0.90
HumanEval/114,edit,HumanEval/36,0.90,1.00,1.00,0.90
HumanEval/157,edit,HumanEval/36,0.60,1.00,1.00,0.60
HumanEval/104,edit,HumanEval/36,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/36,0.20,0.78,1.00,0.20
HumanEval/2,edit,HumanEval/36,0.70,1.00,1.00,0.70
HumanEval/144,edit,HumanEval/36,0.20,0.78,1.00,0.20
HumanEval/85,edit,HumanEval/85,0.60,1.00,1.00,0.60
HumanEval/110,edit,HumanEval/85,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/85,0.00,0.00,0.00,0.00
HumanEval/138,edit,HumanEval/85,0.80,1.00,1.00,0.80
HumanEval/46,edit,HumanEval/85,0.30,0.92,1.00,0.30
HumanEval/124,edit,HumanEval/85,0.10,0.50,1.00,0.10
HumanEval/156,edit,HumanEval/85,0.60,1.00,1.00,0.60
HumanEval/122,edit,HumanEval/85,0.60,1.00,1.00,0.60
HumanEval/117,edit,HumanEval/85,0.50,1.00,1.00,0.50
HumanEval/135,edit,HumanEval/85,0.00,0.00,0.00,0.00
HumanEval/112,edit,HumanEval/85,0.70,1.00,1.00,0.70
