task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
68,edit,68,0.30,0.92,1.00,0.30
69,edit,68,0.10,0.50,1.00,0.10
84,edit,68,0.00,0.00,0.00,0.00
238,edit,68,0.80,1.00,1.00,0.80
283,edit,68,0.00,0.00,0.00,0.00
406,edit,68,0.10,0.50,1.00,0.10
453,edit,68,0.50,1.00,1.00,0.50
457,edit,68,0.90,1.00,1.00,0.90
471,edit,68,0.20,0.78,1.00,0.20
555,edit,68,0.00,0.00,0.00,0.00
593,edit,68,0.50,1.00,1.00,0.50
737,edit,68,0.70,1.00,1.00,0.70
741,edit,68,0.00,0.00,0.00,0.00
746,edit,68,0.60,1.00,1.00,0.60
783,edit,68,0.50,1.00,1.00,0.50
69,edit,69,0.00,0.00,0.00,0.00
68,edit,69,0.40,0.98,1.00,0.40
84,edit,69,0.00,0.00,0.00,0.00
238,edit,69,1.00,1.00,1.00,1.00
283,edit,69,0.00,0.00,0.00,0.00
406,edit,69,0.10,0.50,1.00,0.10
453,edit,69,0.50,1.00,1.00,0.50
457,edit,69,1.00,1.00,1.00,1.00
471,edit,69,0.40,0.98,1.00,0.40
555,edit,69,0.00,0.00,0.00,0.00
593,edit,69,0.20,0.78,1.00,0.20
737,edit,69,0.70,1.00,1.00,0.70
741,edit,69,0.20,0.78,1.00,0.20
746,edit,69,0.70,1.00,1.00,0.70
783,edit,69,0.20,0.78,1.00,0.20
84,edit,84,0.00,0.00,0.00,0.00
68,edit,84,0.30,0.92,1.00,0.30
69,edit,84,0.00,0.00,0.00,0.00
238,edit,84,0.90,1.00,1.00,0.90
283,edit,84,0.00,0.00,0.00,0.00
406,edit,84,0.10,0.50,1.00,0.10
453,edit,84,0.80,1.00,1.00,0.80
457,edit,84,0.90,1.00,1.00,0.90
471,edit,84,0.10,0.50,1.00,0.10
555,edit,84,0.20,0.78,1.00,0.20
593,edit,84,0.40,0.98,1.00,0.40
737,edit,84,0.90,1.00,1.00,0.90
741,edit,84,0.20,0.78,1.00,0.20
746,edit,84,0.60,1.00,1.00,0.60
