task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/135,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/138,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/9,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/121,edit,HumanEval/135,0.70,1.00,1.00,0.70
HumanEval/159,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/46,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/6,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/103,edit,HumanEval/135,0.60,1.00,1.00,0.60
HumanEval/15,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/113,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/138,edit,HumanEval/138,0.80,1.00,1.00,0.80
HumanEval/135,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/9,edit,HumanEval/138,0.30,0.92,1.00,0.30
HumanEval/104,edit,HumanEval/138,0.10,0.50,1.00,0.10
HumanEval/121,edit,HumanEval/138,0.80,1.00,1.00,0.80
HumanEval/159,edit,HumanEval/138,0.30,0.92,1.00,0.30
HumanEval/46,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/138,0.50,1.00,1.00,0.50
HumanEval/6,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/103,edit,HumanEval/138,0.40,0.98,1.00,0.40
HumanEval/15,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/155,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/117,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/113,edit,HumanEval/138,0.40,0.98,1.00,0.40
HumanEval/19,edit,HumanEval/138,0.20,0.78,1.00,0.20
HumanEval/9,edit,HumanEval/9,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/9,0.00,0.00,0.00,0.00
HumanEval/138,edit,HumanEval/9,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/9,0.10,0.50,1.00,0.10
HumanEval/121,edit,HumanEval/9,0.70,1.00,1.00,0.70
HumanEval/159,edit,HumanEval/9,0.10,0.50,1.00,0.10
HumanEval/46,edit,HumanEval/9,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/9,0.90,1.00,1.00,0.90
HumanEval/6,edit,HumanEval/9,0.20,0.78,1.00,0.20
