task_id,pass_rate_diff,file1_pass_rate,file2_pass_rate
610,55.0,75.0,20.0
725,50.0,100.0,50.0
69,45.0,95.0,50.0
84,40.0,100.0,60.0
439,35.00000000000001,55.00000000000001,20.0
228,35.0,65.0,30.0
265,35.0,85.0,50.0
396,35.0,35.0,0.0
558,35.0,85.0,50.0
62,30.0,90.0,60.0
301,30.0,80.0,50.0
593,30.0,80.0,50.0
595,30.0,90.0,60.0
20,25.0,25.0,0.0
95,25.0,85.0,60.0
108,25.0,75.0,50.0
133,25.0,95.0,70.0
287,25.0,25.0,0.0
632,25.0,35.0,10.0
12,20.0,70.0,50.0
120,20.0,20.0,0.0
140,20.0,50.0,30.0
163,20.0,20.0,0.0
267,20.0,100.0,80.0
281,20.0,100.0,80.0
562,20.0,100.0,80.0
591,20.0,100.0,80.0
625,20.0,100.0,80.0
806,20.0,60.0,40.0
294,15.000000000000007,55.00000000000001,40.0
471,15.000000000000007,55.00000000000001,40.0
771,15.000000000000007,55.00000000000001,40.0
65,15.0,15.0,0.0
77,15.0,85.0,70.0
80,15.0,15.0,0.0
115,15.0,85.0,70.0
259,15.0,15.0,0.0
271,15.0,85.0,70.0
573,15.0,95.0,80.0
628,15.0,95.0,80.0
749,15.0,35.0,20.0
753,15.0,95.0,80.0
755,15.0,25.0,10.0
805,15.0,25.0,10.0
14,10.0,10.0,0.0
71,10.0,70.0,60.0
89,10.0,80.0,70.0
101,10.0,100.0,90.0
123,10.0,10.0,0.0
130,10.0,20.0,10.0
162,10.0,90.0,80.0
167,10.0,80.0,70.0
226,10.0,100.0,90.0
247,10.0,20.0,10.0
264,10.0,60.0,50.0
273,10.0,100.0,90.0
395,10.0,30.0,20.0
400,10.0,10.0,0.0
420,10.0,50.0,40.0
454,10.0,100.0,90.0
456,10.0,100.0,90.0
577,10.0,100.0,90.0
579,10.0,40.0,30.0
581,10.0,10.0,0.0
584,10.0,90.0,80.0
607,10.0,60.0,50.0
614,10.0,100.0,90.0
737,10.0,100.0,90.0
742,10.0,90.0,80.0
743,10.0,100.0,90.0
772,10.0,30.0,20.0
780,10.0,100.0,90.0
801,10.0,100.0,90.0
61,5.0,95.0,90.0
109,5.0,75.0,70.0
117,5.0,15.0,10.0
124,5.0,5.0,0.0
170,5.0,75.0,70.0
222,5.0,95.0,90.0
230,5.0,95.0,90.0
407,5.0,35.0,30.0
415,5.0,5.0,0.0
419,5.0,15.0,10.0
450,5.0,15.0,10.0
569,5.0,45.0,40.0
731,5.0,95.0,90.0
773,5.0,95.0,90.0
779,5.0,35.0,30.0
803,5.0,75.0,70.0
804,5.0,15.0,10.0
2,0.0,100.0,100.0
3,0.0,100.0,100.0
4,0.0,100.0,100.0
6,0.0,0.0,0.0
7,0.0,100.0,100.0
8,0.0,100.0,100.0
9,0.0,0.0,0.0
11,0.0,50.0,50.0
16,0.0,0.0,0.0
17,0.0,100.0,100.0
18,0.0,0.0,0.0
56,0.0,0.0,0.0
58,0.0,100.0,100.0
59,0.0,100.0,100.0
63,0.0,0.0,0.0
64,0.0,100.0,100.0
66,0.0,100.0,100.0
67,0.0,0.0,0.0
68,0.0,100.0,100.0
70,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,100.0,100.0
79,0.0,100.0,100.0
82,0.0,100.0,100.0
83,0.0,0.0,0.0
85,0.0,100.0,100.0
86,0.0,100.0,100.0
88,0.0,100.0,100.0
91,0.0,100.0,100.0
93,0.0,100.0,100.0
94,0.0,100.0,100.0
96,0.0,100.0,100.0
97,0.0,100.0,100.0
102,0.0,70.0,70.0
103,0.0,100.0,100.0
105,0.0,100.0,100.0
106,0.0,100.0,100.0
113,0.0,100.0,100.0
116,0.0,70.0,70.0
118,0.0,100.0,100.0
119,0.0,0.0,0.0
126,0.0,100.0,100.0
127,0.0,100.0,100.0
128,0.0,100.0,100.0
129,0.0,0.0,0.0
132,0.0,100.0,100.0
135,0.0,100.0,100.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,100.0,100.0
141,0.0,10.0,10.0
