task_id,pass_rate_diff,file1_pass_rate,file2_pass_rate
267,80.0,100.0,20.0
297,75.0,75.0,0.0
784,70.0,100.0,30.0
240,60.0,100.0,40.0
583,60.0,90.0,30.0
294,55.00000000000001,55.00000000000001,0.0
77,55.0,85.0,30.0
453,50.0,50.0,0.0
569,45.0,45.0,0.0
62,40.0,90.0,50.0
579,40.0,40.0,0.0
801,40.0,100.0,60.0
271,35.0,85.0,50.0
722,35.0,85.0,50.0
749,35.0,35.0,0.0
12,30.0,70.0,40.0
71,30.0,70.0,40.0
166,30.0,40.0,10.0
264,30.0,60.0,30.0
301,30.0,80.0,50.0
757,30.0,60.0,30.0
783,30.0,50.0,20.0
61,25.0,95.0,70.0
109,25.0,75.0,50.0
265,25.0,85.0,60.0
287,25.0,25.0,0.0
299,25.0,75.0,50.0
407,25.0,35.0,10.0
638,25.0,95.0,70.0
779,25.0,35.0,10.0
84,20.0,100.0,80.0
102,20.0,70.0,50.0
116,20.0,70.0,50.0
163,20.0,20.0,0.0
247,20.0,20.0,0.0
268,20.0,30.0,10.0
391,20.0,70.0,50.0
406,20.0,100.0,80.0
429,20.0,80.0,60.0
440,20.0,40.0,20.0
576,20.0,30.0,10.0
605,20.0,100.0,80.0
637,20.0,100.0,80.0
725,20.0,100.0,80.0
796,20.0,80.0,60.0
115,15.0,85.0,70.0
165,15.0,35.0,20.0
230,15.0,95.0,80.0
639,15.0,75.0,60.0
755,15.0,25.0,10.0
773,15.0,95.0,80.0
805,15.0,25.0,10.0
4,10.0,100.0,90.0
14,10.0,10.0,0.0
92,10.0,60.0,50.0
97,10.0,100.0,90.0
99,10.0,70.0,60.0
120,10.0,20.0,10.0
123,10.0,10.0,0.0
131,10.0,50.0,40.0
141,10.0,10.0,0.0
171,10.0,80.0,70.0
172,10.0,100.0,90.0
256,10.0,40.0,30.0
388,10.0,40.0,30.0
400,10.0,10.0,0.0
454,10.0,100.0,90.0
567,10.0,100.0,90.0
593,10.0,80.0,70.0
602,10.0,90.0,80.0
618,10.0,100.0,90.0
724,10.0,100.0,90.0
726,10.0,90.0,80.0
772,10.0,30.0,20.0
471,5.000000000000007,55.00000000000001,50.0
598,5.000000000000007,55.00000000000001,50.0
20,5.0,25.0,20.0
65,5.0,15.0,10.0
69,5.0,95.0,90.0
95,5.0,85.0,80.0
104,5.0,5.0,0.0
108,5.0,75.0,70.0
124,5.0,5.0,0.0
222,5.0,95.0,90.0
246,5.0,35.0,30.0
270,5.0,95.0,90.0
396,5.0,35.0,30.0
419,5.0,15.0,10.0
433,5.0,5.0,0.0
573,5.0,95.0,90.0
615,5.0,5.0,0.0
754,5.0,5.0,0.0
758,5.0,45.0,40.0
798,5.0,75.0,70.0
803,5.0,75.0,70.0
2,0.0,100.0,100.0
3,0.0,100.0,100.0
6,0.0,0.0,0.0
7,0.0,100.0,100.0
8,0.0,100.0,100.0
9,0.0,0.0,0.0
17,0.0,100.0,100.0
18,0.0,0.0,0.0
56,0.0,0.0,0.0
58,0.0,100.0,100.0
59,0.0,100.0,100.0
64,0.0,100.0,100.0
66,0.0,100.0,100.0
68,0.0,100.0,100.0
70,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,100.0,100.0
79,0.0,100.0,100.0
82,0.0,100.0,100.0
83,0.0,0.0,0.0
85,0.0,100.0,100.0
86,0.0,100.0,100.0
88,0.0,100.0,100.0
91,0.0,100.0,100.0
93,0.0,100.0,100.0
94,0.0,100.0,100.0
96,0.0,100.0,100.0
101,0.0,100.0,100.0
103,0.0,100.0,100.0
105,0.0,100.0,100.0
106,0.0,100.0,100.0
113,0.0,100.0,100.0
118,0.0,100.0,100.0
119,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,100.0,100.0
127,0.0,100.0,100.0
128,0.0,100.0,100.0
132,0.0,100.0,100.0
135,0.0,100.0,100.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,100.0,100.0
142,0.0,100.0,100.0
143,0.0,0.0,0.0
164,0.0,0.0,0.0
168,0.0,100.0,100.0
223,0.0,0.0,0.0
224,0.0,100.0,100.0
226,0.0,100.0,100.0
227,0.0,100.0,100.0
229,0.0,0.0,0.0
232,0.0,100.0,100.0
233,0.0,100.0,100.0
234,0.0,100.0,100.0
235,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,100.0,100.0
239,0.0,0.0,0.0
242,0.0,100.0,100.0
244,0.0,0.0,0.0
