task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/124,edit,HumanEval/124,0.10,0.50,1.00,0.10
HumanEval/157,edit,HumanEval/124,0.10,0.50,1.00,0.10
HumanEval/135,edit,HumanEval/124,0.50,1.00,1.00,0.50
HumanEval/84,edit,HumanEval/124,0.30,0.92,1.00,0.30
HumanEval/118,edit,HumanEval/124,0.90,1.00,1.00,0.90
HumanEval/36,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/46,edit,HumanEval/124,0.50,1.00,1.00,0.50
HumanEval/156,edit,HumanEval/124,0.50,1.00,1.00,0.50
HumanEval/86,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/110,edit,HumanEval/124,0.30,0.92,1.00,0.30
HumanEval/121,edit,HumanEval/124,0.80,1.00,1.00,0.80
HumanEval/97,edit,HumanEval/124,1.00,1.00,1.00,1.00
HumanEval/85,edit,HumanEval/124,0.30,0.92,1.00,0.30
HumanEval/155,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/122,edit,HumanEval/124,0.70,1.00,1.00,0.70
HumanEval/138,edit,HumanEval/124,0.80,1.00,1.00,0.80
HumanEval/104,edit,HumanEval/124,0.00,0.00,0.00,0.00
HumanEval/17,edit,HumanEval/124,0.60,1.00,1.00,0.60
HumanEval/157,edit,HumanEval/157,0.30,0.92,1.00,0.30
HumanEval/124,edit,HumanEval/157,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/157,0.20,0.78,1.00,0.20
HumanEval/84,edit,HumanEval/157,0.60,1.00,1.00,0.60
HumanEval/118,edit,HumanEval/157,0.90,1.00,1.00,0.90
HumanEval/36,edit,HumanEval/157,0.90,1.00,1.00,0.90
HumanEval/46,edit,HumanEval/157,0.20,0.78,1.00,0.20
HumanEval/156,edit,HumanEval/157,0.50,1.00,1.00,0.50
HumanEval/86,edit,HumanEval/157,0.30,0.92,1.00,0.30
HumanEval/110,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/121,edit,HumanEval/157,0.50,1.00,1.00,0.50
HumanEval/97,edit,HumanEval/157,1.00,1.00,1.00,1.00
HumanEval/85,edit,HumanEval/157,0.20,0.78,1.00,0.20
HumanEval/155,edit,HumanEval/157,0.20,0.78,1.00,0.20
HumanEval/122,edit,HumanEval/157,0.70,1.00,1.00,0.70
HumanEval/138,edit,HumanEval/157,0.80,1.00,1.00,0.80
HumanEval/104,edit,HumanEval/157,0.10,0.50,1.00,0.10
HumanEval/17,edit,HumanEval/157,0.60,1.00,1.00,0.60
HumanEval/135,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/124,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/157,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/84,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/118,edit,HumanEval/135,0.90,1.00,1.00,0.90
HumanEval/36,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/46,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/156,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/86,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/110,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/121,edit,HumanEval/135,0.60,1.00,1.00,0.60
HumanEval/97,edit,HumanEval/135,0.80,1.00,1.00,0.80
HumanEval/85,edit,HumanEval/135,0.40,0.98,1.00,0.40
