task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
89,edit,89,0.00,0.00,0.00,0.00
101,edit,89,0.40,0.98,1.00,0.40
256,edit,89,0.30,0.92,1.00,0.30
301,edit,89,0.60,1.00,1.00,0.60
391,edit,89,0.60,1.00,1.00,0.60
584,edit,89,0.90,1.00,1.00,0.90
773,edit,89,1.00,1.00,1.00,1.00
101,edit,101,0.20,0.78,1.00,0.20
89,edit,101,0.00,0.00,0.00,0.00
256,edit,101,0.60,1.00,1.00,0.60
301,edit,101,0.30,0.92,1.00,0.30
391,edit,101,0.70,1.00,1.00,0.70
584,edit,101,0.70,1.00,1.00,0.70
773,edit,101,1.00,1.00,1.00,1.00
256,edit,256,0.30,0.92,1.00,0.30
89,edit,256,0.00,0.00,0.00,0.00
101,edit,256,0.40,0.98,1.00,0.40
301,edit,256,0.30,0.92,1.00,0.30
391,edit,256,0.50,1.00,1.00,0.50
584,edit,256,0.40,0.98,1.00,0.40
773,edit,256,0.70,1.00,1.00,0.70
301,edit,301,0.70,1.00,1.00,0.70
89,edit,301,0.00,0.00,0.00,0.00
101,edit,301,0.20,0.78,1.00,0.20
256,edit,301,0.40,0.98,1.00,0.40
391,edit,301,0.50,1.00,1.00,0.50
584,edit,301,0.50,1.00,1.00,0.50
773,edit,301,0.90,1.00,1.00,0.90
391,edit,391,0.70,1.00,1.00,0.70
89,edit,391,0.00,0.00,0.00,0.00
101,edit,391,0.30,0.92,1.00,0.30
256,edit,391,0.50,1.00,1.00,0.50
301,edit,391,0.40,0.98,1.00,0.40
584,edit,391,0.60,1.00,1.00,0.60
773,edit,391,0.80,1.00,1.00,0.80
584,edit,584,0.80,1.00,1.00,0.80
89,edit,584,0.00,0.00,0.00,0.00
101,edit,584,0.10,0.50,1.00,0.10
256,edit,584,0.30,0.92,1.00,0.30
301,edit,584,0.30,0.92,1.00,0.30
391,edit,584,0.70,1.00,1.00,0.70
773,edit,584,0.90,1.00,1.00,0.90
773,edit,773,1.00,1.00,1.00,1.00
89,edit,773,0.00,0.00,0.00,0.00
101,edit,773,0.20,0.78,1.00,0.20
256,edit,773,0.30,0.92,1.00,0.30
301,edit,773,0.50,1.00,1.00,0.50
391,edit,773,0.70,1.00,1.00,0.70
584,edit,773,0.70,1.00,1.00,0.70
